Subtotal Area	HOWIE HAWKINS	GLORIA LA RIVA	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9404 - None	0	0	0	0	0	0	0	0	0
Precinct 9404 - None	0	0	0	0	0	0	0	0	0
Precinct 9404	0	0	0	0	0	0	0	0	0
Precinct 9405 - None	0	0	1	0	0	0	0	0	0
Precinct 9405 - None	0	0	1	0	0	0	0	0	0
Precinct 9405	0	0	2	0	0	0	0	0	0
Precinct 9406 - None	0	0	5	1	0	0	1	0	0
Precinct 9406 - None	0	0	1	0	0	0	0	0	0
Precinct 9406	0	0	6	1	0	0	1	0	0
Precinct 9407 - None	0	0	6	0	0	0	0	0	0
Precinct 9407 - None	0	0	1	0	0	0	0	0	0
Precinct 9407	0	0	7	0	0	0	0	0	0
Precinct 9408 - None	0	0	1	0	0	0	0	0	0
Precinct 9408 - None	0	0	0	0	0	0	0	0	0
Precinct 9408	0	0	1	0	0	0	0	0	0
Precinct 9409 - None	0	0	0	0	0	0	0	0	0
Precinct 9409 - None	0	0	0	0	0	0	0	0	0
Precinct 9409	0	0	0	0	0	0	0	0	0
Precinct 9411 - None	0	0	5	0	0	0	0	0	0
Precinct 9411 - None	0	1	1	1	0	0	0	1	0
Precinct 9411	0	1	6	1	0	0	0	1	0
Precinct 9412 - None	0	0	1	0	0	0	0	0	0
Precinct 9412 - None	0	0	0	0	0	0	0	0	0
Precinct 9412	0	0	1	0	0	0	0	0	0
Precinct 9413 - None	1	0	2	1	0	0	0	1	0
Precinct 9413 - None	0	0	0	0	0	0	0	0	0
Precinct 9413	1	0	2	1	0	0	0	1	0
Precinct 9414 - None	0	0	1	0	0	0	0	0	0
Precinct 9414 - None	0	0	2	0	0	0	0	0	0
Precinct 9414	0	0	3	0	0	0	0	0	0
Precinct 9415 - None	1	0	2	1	0	0	0	1	0
Precinct 9415 - None	0	0	0	0	0	0	0	0	0
Precinct 9415	1	0	2	1	0	0	0	1	0
Precinct 9416 - None	0	0	2	0	0	0	0	0	0
Precinct 9416 - None	0	0	0	0	0	0	0	0	0
Precinct 9416	0	0	2	0	0	0	0	0	0
Precinct 9417 - None	0	0	2	0	0	0	0	0	0
Precinct 9417 - None	0	0	1	0	0	0	0	0	0
Precinct 9417	0	0	3	0	0	0	0	0	0
Precinct 9418 - None	0	0	2	0	0	0	0	0	0
Precinct 9418 - None	0	0	1	0	0	0	0	0	0
Precinct 9418	0	0	3	0	0	0	0	0	0
Precinct 9419 - None	0	0	1	0	0	0	0	0	0
Precinct 9419 - None	0	0	0	0	0	0	0	0	0
Precinct 9419	0	0	1	0	0	0	0	0	0
Precinct 9421 - None	0	0	3	1	0	0	1	0	0
Precinct 9421 - None	0	0	0	0	0	0	0	0	0
Precinct 9421	0	0	3	1	0	0	1	0	0
Precinct 9422 - None	0	0	4	0	0	0	0	0	0
Precinct 9422 - None	0	0	0	0	0	0	0	0	0
Precinct 9422	0	0	4	0	0	0	0	0	0
Precinct 9423 - None	1	1	4	2	0	0	0	2	0
Precinct 9423 - None	0	0	1	0	0	0	0	0	0
Precinct 9423	1	1	5	2	0	0	0	2	0
Precinct 9424 - None	1	0	1	1	0	0	0	1	0
Precinct 9424 - None	0	0	0	0	0	0	0	0	0
Precinct 9424	1	0	1	1	0	0	0	1	0
Precinct 9425 - None	0	0	2	0	0	0	0	0	0
Precinct 9425 - None	1	0	1	1	0	0	0	1	0
Precinct 9425	1	0	3	1	0	0	0	1	0
Precinct 9426 - None	0	0	2	1	0	0	1	0	0
Precinct 9426 - None	0	0	2	0	0	0	0	0	0
Precinct 9426	0	0	4	1	0	0	1	0	0
Precinct 9427 - None	0	0	2	1	0	0	1	0	0
Precinct 9427 - None	0	0	0	0	0	0	0	0	0
Precinct 9427	0	0	2	1	0	0	1	0	0
Precinct 9428 - None	0	1	2	1	0	0	0	1	0
Precinct 9428 - None	0	0	0	0	0	0	0	0	0
Precinct 9428	0	1	2	1	0	0	0	1	0
Precinct 9429 - None	0	1	1	1	0	0	0	1	0
Precinct 9429 - None	0	1	3	1	0	0	0	1	0
Precinct 9429	0	2	4	2	0	0	0	2	0
Precinct 9431 - None	0	0	2	0	0	0	0	0	0
Precinct 9431 - None	0	0	0	0	0	0	0	0	0
Precinct 9431	0	0	2	0	0	0	0	0	0
Precinct 9432 - None	0	1	3	1	0	0	0	1	0
Precinct 9432 - None	0	0	0	0	0	0	0	0	0
Precinct 9432	0	1	3	1	0	0	0	1	0
Precinct 9433 - None	0	0	3	0	0	0	0	0	0
Precinct 9433 - None	0	0	1	0	0	0	0	0	0
Precinct 9433	0	0	4	0	0	0	0	0	0
Precinct 9434 - None	0	0	1	0	0	0	0	0	0
Precinct 9434 - None	0	0	0	0	0	0	0	0	0
Precinct 9434	0	0	1	0	0	0	0	0	0
Precinct 9435 - None	0	0	3	0	0	0	0	0	0
Precinct 9435 - None	0	0	0	0	0	0	0	0	0
Precinct 9435	0	0	3	0	0	0	0	0	0
Precinct 9436 - None	0	0	2	0	0	0	0	0	0
Precinct 9436 - None	0	0	2	0	0	0	0	0	0
Precinct 9436	0	0	4	0	0	0	0	0	0
Precinct 9437 - None	0	0	2	1	0	0	1	0	0
Precinct 9437 - None	1	0	0	2	0	0	1	1	0
Precinct 9437	1	0	2	3	0	0	2	1	0
Precinct 9438 - None	1	0	4	1	0	0	0	1	0
Precinct 9438 - None	0	0	-1	0	0	0	0	0	0
Precinct 9438	1	0	3	1	0	0	0	1	0
Precinct 9439 - None	0	0	2	0	0	0	0	0	0
Precinct 9439 - None	0	0	0	0	0	0	0	0	0
Precinct 9439	0	0	2	0	0	0	0	0	0
Precinct 9441 - None	0	0	2	0	0	0	0	0	0
Precinct 9441 - None	1	0	0	1	0	0	0	1	0
Precinct 9441	1	0	2	1	0	0	0	1	0
Precinct 9442 - None	0	0	1	0	0	0	0	0	0
Precinct 9442 - None	0	0	0	0	0	0	0	0	0
Precinct 9442	0	0	1	0	0	0	0	0	0
Precinct 9443 - None	0	1	2	1	0	0	0	1	0
Precinct 9443 - None	0	0	0	0	0	0	0	0	0
Precinct 9443	0	1	2	1	0	0	0	1	0
Precinct 9444 - None	0	1	1	1	0	0	0	1	0
Precinct 9444 - None	0	0	0	0	0	0	0	0	0
Precinct 9444	0	1	1	1	0	0	0	1	0
Precinct 9445 - None	0	0	0	0	0	0	0	0	0
Precinct 9445 - None	0	0	0	0	0	0	0	0	0
Precinct 9445	0	0	0	0	0	0	0	0	0
Precinct 9446 - None	0	1	3	1	0	0	0	1	0
Precinct 9446 - None	0	0	1	0	0	0	0	0	0
Precinct 9446	0	1	4	1	0	0	0	1	0
Precinct 9447 - None	0	0	3	0	0	0	0	0	0
Precinct 9447 - None	0	0	0	0	0	0	0	0	0
Precinct 9447	0	0	3	0	0	0	0	0	0
Precinct 9448 - None	0	0	1	0	0	0	0	0	0
Precinct 9448 - None	0	0	2	1	0	0	1	0	0
Precinct 9448	0	0	3	1	0	0	1	0	0
Precinct 9449 - None	1	1	4	2	0	0	0	2	0
Precinct 9449 - None	0	1	-1	1	0	0	0	1	0
Precinct 9449	1	2	3	3	0	0	0	3	0
Precinct 9451 - None	0	0	0	0	0	0	0	0	0
Precinct 9451 - None	0	0	0	0	0	0	0	0	0
Precinct 9451	0	0	0	0	0	0	0	0	0
Precinct 9452 - None	0	0	1	0	0	0	0	0	0
Precinct 9452 - None	0	0	1	0	0	0	0	0	0
Precinct 9452	0	0	2	0	0	0	0	0	0
Precinct 9453 - None	0	0	2	0	0	0	0	0	0
Precinct 9453 - None	0	0	0	0	0	0	0	0	0
Precinct 9453	0	0	2	0	0	0	0	0	0
Precinct 9501 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9501 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9501 MB	0	0	0	0	0	0	0	0	0
Precinct 9502 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9502 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9502 MB	0	0	0	0	0	0	0	0	0
Precinct 9503/9504 - None	0	0	2	0	0	0	0	0	0
Precinct 9503/9504 - None	0	0	0	0	0	0	0	0	0
Precinct 9503/9504	0	0	2	0	0	0	0	0	0
Precinct 9505 - None	0	0	3	0	0	0	0	0	0
Precinct 9505 - None	0	0	0	1	0	0	1	0	0
Precinct 9505	0	0	3	1	0	0	1	0	0
Precinct 9506 - None	0	0	3	0	0	0	0	0	0
Precinct 9506 - None	0	0	-1	0	0	0	0	0	0
Precinct 9506	0	0	2	0	0	0	0	0	0
Precinct 9507 - None	0	1	2	1	0	0	0	1	0
Precinct 9507 - None	0	0	0	0	0	0	0	0	0
Precinct 9507	0	1	2	1	0	0	0	1	0
Precinct 9508 - None	0	0	1	0	0	0	0	0	0
Precinct 9508 - None	0	0	0	0	0	0	0	0	0
Precinct 9508	0	0	1	0	0	0	0	0	0
Precinct 9509 - None	0	0	1	0	0	0	0	0	0
Precinct 9509 - None	0	0	0	0	0	0	0	0	0
Precinct 9509	0	0	1	0	0	0	0	0	0
Precinct 9511 - None	0	1	1	1	0	0	0	1	0
Precinct 9511 - None	0	0	0	0	0	0	0	0	0
Precinct 9511	0	1	1	1	0	0	0	1	0
Precinct 9512 - None	0	0	0	0	0	0	0	0	0
Precinct 9512 - None	0	0	0	0	0	0	0	0	0
Precinct 9512	0	0	0	0	0	0	0	0	0
Precinct 9513 - None	0	0	2	1	0	0	1	0	0
Precinct 9513 - None	0	0	-1	0	0	0	0	0	0
Precinct 9513	0	0	1	1	0	0	1	0	0
Precinct 9514/9522 - None	0	0	2	1	0	0	1	0	0
Precinct 9514/9522 - None	0	0	1	0	0	0	0	0	0
Precinct 9514/9522	0	0	3	1	0	0	1	0	0
Precinct 9515 - None	0	0	0	0	0	0	0	0	0
Precinct 9515 - None	0	0	0	0	0	0	0	0	0
Precinct 9515	0	0	0	0	0	0	0	0	0
Precinct 9516 - None	0	0	2	0	0	0	0	0	0
Precinct 9516 - None	0	1	1	1	0	0	0	1	0
Precinct 9516	0	1	3	1	0	0	0	1	0
Precinct 9517 - None	0	0	1	0	0	0	0	0	0
Precinct 9517 - None	0	1	1	1	0	0	0	1	0
Precinct 9517	0	1	2	1	0	0	0	1	0
Precinct 9518 - None	0	0	4	0	0	0	0	0	0
Precinct 9518 - None	0	0	1	0	0	0	0	0	0
Precinct 9518	0	0	5	0	0	0	0	0	0
Precinct 9519 - None	0	0	1	0	0	0	0	0	0
Precinct 9519 - None	0	0	0	0	0	0	0	0	0
Precinct 9519	0	0	1	0	0	0	0	0	0
Precinct 9521 - None	0	0	0	0	0	0	0	0	0
Precinct 9521 - None	0	0	2	0	0	0	0	0	0
Precinct 9521	0	0	2	0	0	0	0	0	0
Precinct 9701 - None	0	0	0	0	0	0	0	0	0
Precinct 9701 - None	0	0	1	0	0	0	0	0	0
Precinct 9701	0	0	1	0	0	0	0	0	0
Precinct 9702 - None	0	0	1	0	0	0	0	0	0
Precinct 9702 - None	0	1	1	1	0	0	0	1	0
Precinct 9702	0	1	2	1	0	0	0	1	0
Precinct 9703 - None	0	0	3	0	0	0	0	0	0
Precinct 9703 - None	0	0	1	0	0	0	0	0	0
Precinct 9703	0	0	4	0	0	0	0	0	0
Precinct 9704 - None	0	0	1	0	0	0	0	0	0
Precinct 9704 - None	0	0	2	0	0	0	0	0	0
Precinct 9704	0	0	3	0	0	0	0	0	0
Precinct 9705 - None	0	0	1	0	0	0	0	0	0
Precinct 9705 - None	0	0	0	0	0	0	0	0	0
Precinct 9705	0	0	1	0	0	0	0	0	0
Precinct 9706 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9706 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9706 MB	0	0	0	0	0	0	0	0	0
Precinct 9707 - None	0	0	0	0	0	0	0	0	0
Precinct 9707 - None	0	0	0	0	0	0	0	0	0
Precinct 9707	0	0	0	0	0	0	0	0	0
Precinct 9708 - None	0	0	0	0	0	0	0	0	0
Precinct 9708 - None	0	0	1	0	0	0	0	0	0
Precinct 9708	0	0	1	0	0	0	0	0	0
Precinct 9709 - None	0	0	1	0	0	0	0	0	0
Precinct 9709 - None	0	0	0	0	0	0	0	0	0
Precinct 9709	0	0	1	0	0	0	0	0	0
Precinct 9711 - None	0	0	0	0	0	0	0	0	0
Precinct 9711 - None	0	0	0	0	0	0	0	0	0
Precinct 9711	0	0	0	0	0	0	0	0	0
Precinct 9712 - None	0	0	0	0	0	0	0	0	0
Precinct 9712 - None	0	0	1	0	0	0	0	0	0
Precinct 9712	0	0	1	0	0	0	0	0	0
Precinct 9713 - None	0	0	2	2	0	0	2	0	0
Precinct 9713 - None	0	0	1	0	0	0	0	0	0
Precinct 9713	0	0	3	2	0	0	2	0	0
Precinct 9714 - None	0	0	0	0	0	0	0	0	0
Precinct 9714 - None	0	0	0	0	0	0	0	0	0
Precinct 9714	0	0	0	0	0	0	0	0	0
Precinct 9715 - None	0	0	0	0	0	0	0	0	0
Precinct 9715 - None	0	0	1	1	0	0	1	0	0
Precinct 9715	0	0	1	1	0	0	1	0	0
Precinct 9716 - None	0	0	1	0	0	0	0	0	0
Precinct 9716 - None	0	1	1	1	0	0	0	1	0
Precinct 9716	0	1	2	1	0	0	0	1	0
Precinct 9717 - None	0	0	2	1	0	0	1	0	0
Precinct 9717 - None	0	0	1	0	0	0	0	0	0
Precinct 9717	0	0	3	1	0	0	1	0	0
Precinct 9718 - None	0	0	1	0	0	0	0	0	0
Precinct 9718 - None	0	0	0	0	0	0	0	0	0
Precinct 9718	0	0	1	0	0	0	0	0	0
Precinct 9719 - None	0	0	0	0	0	0	0	0	0
Precinct 9719 - None	0	0	1	0	0	0	0	0	0
Precinct 9719	0	0	1	0	0	0	0	0	0
Precinct 9721 - None	0	0	0	0	0	0	0	0	0
Precinct 9721 - None	0	0	0	0	0	0	0	0	0
Precinct 9721	0	0	0	0	0	0	0	0	0
Precinct 9722 - None	0	0	1	1	0	0	1	0	0
Precinct 9722 - None	0	0	0	0	0	0	0	0	0
Precinct 9722	0	0	1	1	0	0	1	0	0
Precinct 9723 - None	0	0	1	0	0	0	0	0	0
Precinct 9723 - None	0	0	0	0	0	0	0	0	0
Precinct 9723	0	0	1	0	0	0	0	0	0
Precinct 9724 - None	0	0	3	2	0	0	2	0	0
Precinct 9724 - None	0	0	0	0	0	0	0	0	0
Precinct 9724	0	0	3	2	0	0	2	0	0
Precinct 9725 - None	0	0	0	0	0	0	0	0	0
Precinct 9725 - None	0	0	1	0	0	0	0	0	0
Precinct 9725	0	0	1	0	0	0	0	0	0
Precinct 9726 - None	0	0	2	0	0	0	0	0	0
Precinct 9726 - None	0	0	-2	0	0	0	0	0	0
Precinct 9726	0	0	0	0	0	0	0	0	0
Precinct 9727 - None	0	0	0	0	0	0	0	0	0
Precinct 9727 - None	0	0	0	1	0	0	1	0	0
Precinct 9727	0	0	0	1	0	0	1	0	0
Precinct 9728 - None	0	0	0	0	0	0	0	0	0
Precinct 9728 - None	0	0	1	0	0	0	0	0	0
Precinct 9728	0	0	1	0	0	0	0	0	0
Precinct 9729 - None	0	0	0	0	0	0	0	0	0
Precinct 9729 - None	0	0	0	0	0	0	0	0	0
Precinct 9729	0	0	0	0	0	0	0	0	0
Precinct 9731 - None	0	0	0	0	0	0	0	0	0
Precinct 9731 - None	0	0	0	0	0	0	0	0	0
Precinct 9731	0	0	0	0	0	0	0	0	0
Precinct 9732 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9732 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9732 MB	0	0	0	0	0	0	0	0	0
Precinct 9733 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9733 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9733 MB	0	0	0	0	0	0	0	0	0
Precinct 9734 - None	0	0	0	0	0	0	0	0	0
Precinct 9734 - None	0	0	0	0	0	0	0	0	0
Precinct 9734	0	0	0	0	0	0	0	0	0
Precinct 9735 - None	0	0	1	0	0	0	0	0	0
Precinct 9735 - None	0	0	0	0	0	0	0	0	0
Precinct 9735	0	0	1	0	0	0	0	0	0
Precinct 9736 - None	0	1	1	1	0	0	0	1	0
Precinct 9736 - None	0	0	1	0	0	0	0	0	0
Precinct 9736	0	1	2	1	0	0	0	1	0
Precinct 9737 - None	0	0	1	1	0	0	1	0	0
Precinct 9737 - None	0	0	1	0	0	0	0	0	0
Precinct 9737	0	0	2	1	0	0	1	0	0
Precinct 9738 - None	0	0	1	0	0	0	0	0	0
Precinct 9738 - None	0	0	1	0	0	0	0	0	0
Precinct 9738	0	0	2	0	0	0	0	0	0
Precinct 9739 - None	0	0	1	0	0	0	0	0	0
Precinct 9739 - None	0	0	1	0	0	0	0	0	0
Precinct 9739	0	0	2	0	0	0	0	0	0
Precinct 9741 - None	0	0	1	0	0	0	0	0	0
Precinct 9741 - None	0	0	1	0	0	0	0	0	0
Precinct 9741	0	0	2	0	0	0	0	0	0
Precinct 9742 - None	0	0	0	0	0	0	0	0	0
Precinct 9742 - None	0	0	0	0	0	0	0	0	0
Precinct 9742	0	0	0	0	0	0	0	0	0
Precinct 9743 - None	0	0	0	0	0	0	0	0	0
Precinct 9743 - None	0	0	0	0	0	0	0	0	0
Precinct 9743	0	0	0	0	0	0	0	0	0
Precinct 9744 - None	0	2	7	2	0	0	0	2	0
Precinct 9744 - None	0	0	1	0	0	0	0	0	0
Precinct 9744	0	2	8	2	0	0	0	2	0
Precinct 9745 - None	1	0	3	1	0	0	0	1	0
Precinct 9745 - None	0	0	1	0	0	0	0	0	0
Precinct 9745	1	0	4	1	0	0	0	1	0
Precinct 9746 - None	0	0	1	0	0	0	0	0	0
Precinct 9746 - None	0	0	1	0	0	0	0	0	0
Precinct 9746	0	0	2	0	0	0	0	0	0
Precinct 9747 - None	1	0	4	1	0	0	0	1	0
Precinct 9747 - None	0	0	2	0	0	0	0	0	0
Precinct 9747	1	0	6	1	0	0	0	1	0
Precinct 9748 - None	0	0	0	0	0	0	0	0	0
Precinct 9748 - None	0	1	1	1	0	0	0	1	0
Precinct 9748	0	1	1	1	0	0	0	1	0
Precinct 9749 - None	0	1	7	1	0	0	0	1	0
Precinct 9749 - None	0	0	1	0	0	0	0	0	0
Precinct 9749	0	1	8	1	0	0	0	1	0
Precinct 9751 - None	0	1	4	1	0	0	0	1	0
Precinct 9751 - None	0	0	0	0	0	0	0	0	0
Precinct 9751	0	1	4	1	0	0	0	1	0
Precinct 9752 - None	0	0	1	0	0	0	0	0	0
Precinct 9752 - None	0	0	0	0	0	0	0	0	0
Precinct 9752	0	0	1	0	0	0	0	0	0
Precinct 9753 - None	0	0	1	0	0	0	0	0	0
Precinct 9753 - None	1	0	2	2	0	0	1	1	0
Precinct 9753	1	0	3	2	0	0	1	1	0
Precinct 9754 - None	0	0	1	0	0	0	0	0	0
Precinct 9754 - None	0	0	0	0	0	0	0	0	0
Precinct 9754	0	0	1	0	0	0	0	0	0
Precinct 9755 - None	0	0	5	0	0	0	0	0	0
Precinct 9755 - None	0	0	1	0	0	0	0	0	0
Precinct 9755	0	0	6	0	0	0	0	0	0
Precinct 9756 - None	0	0	5	0	0	0	0	0	0
Precinct 9756 - None	0	0	-2	0	0	0	0	0	0
Precinct 9756	0	0	3	0	0	0	0	0	0
Precinct 9801 - None	0	0	0	0	0	0	0	0	0
Precinct 9801 - None	0	0	0	0	0	0	0	0	0
Precinct 9801	0	0	0	0	0	0	0	0	0
Precinct 9900 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9900 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9900 MB	0	0	0	0	0	0	0	0	0
Precinct 9901 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9901 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9901 MB	0	0	0	0	0	0	0	0	0
Precinct 9902 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9902 MB - None	0	0	0	0	0	0	0	0	0
Precinct 9902 MB	0	0	0	0	0	0	0	0	0
Congressional District 12 - None	49	88	1,030	204	0	0	67	137	0
Congressional District 12 - None	18	63	308	107	0	0	26	81	0
Congressional District 12	67	151	1,338	311	0	0	93	218	0
Congressional District 14 - None	10	16	163	42	0	0	16	26	0
Congressional District 14 - None	1	7	30	13	0	0	5	8	0
Congressional District 14	11	23	193	55	0	0	21	34	0
Assembly District 17 - None	36	66	799	153	0	0	51	102	0
Assembly District 17 - None	12	52	246	84	0	0	20	64	0
Assembly District 17	48	118	1,045	237	0	0	71	166	0
Assembly District 19 - None	23	38	394	93	0	0	32	61	0
Assembly District 19 - None	7	18	92	36	0	0	11	25	0
Assembly District 19	30	56	486	129	0	0	43	86	0
Supervisorial District 1 - None	4	7	72	14	0	0	3	11	0
Supervisorial District 1 - None	2	2	25	4	0	0	0	4	0
Supervisorial District 1	6	9	97	18	0	0	3	15	0
Supervisorial District 2 - None	3	5	30	13	0	0	5	8	0
Supervisorial District 2 - None	0	1	4	5	0	0	4	1	0
Supervisorial District 2	3	6	34	18	0	0	9	9	0
Supervisorial District 3 - None	4	11	90	18	0	0	3	15	0
Supervisorial District 3 - None	0	5	17	7	0	0	2	5	0
Supervisorial District 3	4	16	107	25	0	0	5	20	0
Supervisorial District 4 - None	6	8	101	19	0	0	5	14	0
Supervisorial District 4 - None	4	4	20	10	0	0	2	8	0
Supervisorial District 4	10	12	121	29	0	0	7	22	0
Supervisorial District 5 - None	3	14	108	30	0	0	13	17	0
Supervisorial District 5 - None	2	8	39	11	0	0	1	10	0
Supervisorial District 5	5	22	147	41	0	0	14	27	0
Supervisorial District 6 - None	5	9	170	17	0	0	3	14	0
Supervisorial District 6 - None	0	10	29	12	0	0	2	10	0
Supervisorial District 6	5	19	199	29	0	0	5	24	0
Supervisorial District 7 - None	2	5	74	15	0	0	8	7	0
Supervisorial District 7 - None	1	4	28	8	0	0	3	5	0
Supervisorial District 7	3	9	102	23	0	0	11	12	0
Supervisorial District 8 - None	2	5	61	16	0	0	9	7	0
Supervisorial District 8 - None	4	7	38	19	0	0	8	11	0
Supervisorial District 8	6	12	99	35	0	0	17	18	0
Supervisorial District 9 - None	10	13	139	34	0	0	11	23	0
Supervisorial District 9 - None	1	12	58	18	0	0	5	13	0
Supervisorial District 9	11	25	197	52	0	0	16	36	0
Supervisorial District 10 - None	7	10	188	24	0	0	7	17	0
Supervisorial District 10 - None	2	8	51	10	0	0	0	10	0
Supervisorial District 10	9	18	239	34	0	0	7	27	0
Supervisorial District 11 - None	13	17	160	46	0	0	16	30	0
Supervisorial District 11 - None	3	9	29	16	0	0	4	12	0
Supervisorial District 11	16	26	189	62	0	0	20	42	0
Bayview/Hunters Point - None	5	6	127	14	0	0	3	11	0
Bayview/Hunters Point - None	0	4	27	4	0	0	0	4	0
Bayview/Hunters Point	5	10	154	18	0	0	3	15	0
Chinatown - None	3	4	39	8	0	0	1	7	0
Chinatown - None	0	1	3	1	0	0	0	1	0
Chinatown	3	5	42	9	0	0	1	8	0
Civic Center/Downtown - None	3	13	119	20	0	0	4	16	0
Civic Center/Downtown - None	0	8	32	10	0	0	2	8	0
Civic Center/Downtown	3	21	151	30	0	0	6	24	0
Diamond Heights - None	1	1	10	4	0	0	2	2	0
Diamond Heights - None	1	0	6	2	0	0	1	1	0
Diamond Heights	2	1	16	6	0	0	3	3	0
Excelsior - None	11	11	119	32	0	0	10	22	0
Excelsior - None	3	7	16	14	0	0	4	10	0
Excelsior	14	18	135	46	0	0	14	32	0
Haight Ashbury - None	0	4	29	9	0	0	5	4	0
Haight Ashbury - None	2	3	13	5	0	0	0	5	0
Haight Ashbury	2	7	42	14	0	0	5	9	0
Ingleside - None	2	7	53	15	0	0	6	9	0
Ingleside - None	0	2	12	2	0	0	0	2	0
Ingleside	2	9	65	17	0	0	6	11	0
Inner Sunset - None	0	0	12	1	0	0	1	0	0
Inner Sunset - None	0	3	10	3	0	0	0	3	0
Inner Sunset	0	3	22	4	0	0	1	3	0
Lake Merced - None	1	2	19	5	0	0	2	3	0
Lake Merced - None	0	0	4	0	0	0	0	0	0
Lake Merced	1	2	23	5	0	0	2	3	0
Laurel Heights/Anza Vista - None	0	2	10	2	0	0	0	2	0
Laurel Heights/Anza Vista - None	0	0	6	2	0	0	2	0	0
Laurel Heights/Anza Vista	0	2	16	4	0	0	2	2	0
Marina Pacific Heights - None	3	3	26	11	0	0	5	6	0
Marina Pacific Heights - None	0	0	4	1	0	0	1	0	0
Marina Pacific Heights	3	3	30	12	0	0	6	6	0
Mission - None	4	7	88	19	0	0	8	11	0
Mission - None	1	8	46	15	0	0	6	9	0
Mission	5	15	134	34	0	0	14	20	0
North Bernal Heights - None	0	3	21	5	0	0	2	3	0
North Bernal Heights - None	0	3	6	4	0	0	1	3	0
North Bernal Heights	0	6	27	9	0	0	3	6	0
North Embarcadero - None	1	1	6	2	0	0	0	2	0
North Embarcadero - None	0	0	3	0	0	0	0	0	0
North Embarcadero	1	1	9	2	0	0	0	2	0
Noe Valley - None	0	2	13	3	0	0	1	2	0
Noe Valley - None	2	3	12	7	0	0	2	5	0
Noe Valley	2	5	25	10	0	0	3	7	0
Portola - None	4	1	41	10	0	0	5	5	0
Portola - None	1	1	9	2	0	0	0	2	0
Portola	5	2	50	12	0	0	5	7	0
Potrero Hill - None	2	2	35	7	0	0	3	4	0
Potrero Hill - None	0	2	8	2	0	0	0	2	0
Potrero Hill	2	4	43	9	0	0	3	6	0
Richmond - None	4	6	68	13	0	0	3	10	0
Richmond - None	2	2	21	4	0	0	0	4	0
Richmond	6	8	89	17	0	0	3	14	0
South of Bernal Heights - None	3	4	24	9	0	0	2	7	0
South of Bernal Heights - None	0	1	9	4	0	0	3	1	0
South of Bernal Heights	3	5	33	13	0	0	5	8	0
Sea Cliff/Presidio Heights - None	0	2	4	2	0	0	0	2	0
Sea Cliff/Presidio Heights - None	0	1	0	2	0	0	1	1	0
Sea Cliff/Presidio Heights	0	3	4	4	0	0	1	3	0
South of Market - None	2	2	83	4	0	0	0	4	0
South of Market - None	0	6	5	7	0	0	1	6	0
South of Market	2	8	88	11	0	0	1	10	0
Sunset - None	6	8	101	19	0	0	5	14	0
Sunset - None	4	4	20	10	0	0	2	8	0
Sunset	10	12	121	29	0	0	7	22	0
Upper Market/Eureka Valley - None	0	0	11	0	0	0	0	0	0
Upper Market/Eureka Valley - None	1	2	10	4	0	0	1	3	0
Upper Market/Eureka Valley	1	2	21	4	0	0	1	3	0
Visitation Valley - None	0	2	28	4	0	0	2	2	0
Visitation Valley - None	1	2	17	3	0	0	0	3	0
Visitation Valley	1	4	45	7	0	0	2	5	0
West of Twin Peaks - None	1	2	42	9	0	0	6	3	0
West of Twin Peaks - None	1	3	23	7	0	0	3	4	0
West of Twin Peaks	2	5	65	16	0	0	9	7	0
Western Addition - None	3	9	65	19	0	0	7	12	0
Western Addition - None	0	4	16	5	0	0	1	4	0
Western Addition	3	13	81	24	0	0	8	16	0
