Subtotal Area	GERALD PLUMMER	TOM PALZER	JOHN THOMPSON PARKER	DOUGLAS HOWARD PIERCE	HERBERT G. PETERS	JAMES P BRADLEY	ARUN K. BHUMITRA	JERRY JOSEPH LAWS	PATRICK LITTLE	TIM GILDERSLEEVE	MICHAEL FAHMY GIRGIS	DON J. GRUNDMANN	RASH BIHARI GHOSH	LING LING SHI	JOHN "JACK" CREW	ERIN CRUZ	DERRICK MICHAEL REID	DIANNE FEINSTEIN	COLLEEN SHEA FERNALD	ADRIENNE NICOLE EDWARDS	PAUL A TAYLOR	DONNIE O. TURNER	PAT HARRIS	ALISON HARTSON	JASON M. HANANIA	DAVID HILDEBRAND	LEE OLSON	ROQUE "ROCKY" DE LA FUENTE	KEVIN DE LEON	KEVIN MOTTUS	DAVID MOORE	MARIO NABLIBA	SEELAM PRABHAKAR REDDY	MICHAEL V. ZIESING	URSULA M. SCHILLING	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 7918 - None	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	2	0	74	0	2	0	1	3	4	0	2	0	0	83	0	1	0	0	0	0	790	191	0	0	13	178	1
Precinct 7918 - None	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	2	121	1	4	0	0	1	3	1	0	0	1	87	0	0	1	0	0	0	790	234	-1	0	8	227	0
Precinct 7919 - None	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	92	0	2	0	0	5	3	1	0	0	0	96	1	1	0	0	0	0	857	217	0	2	8	207	1
Precinct 7919 - None	0	0	1	1	0	1	0	0	0	0	0	0	3	0	0	2	1	104	1	1	2	0	1	4	0	0	0	0	100	0	3	2	0	0	0	857	241	0	0	14	227	0
Precinct 7921 - None	1	1	4	1	0	0	1	0	1	0	0	1	0	0	0	2	0	62	1	3	0	0	1	1	0	1	0	1	55	0	0	1	0	0	0	883	151	-1	1	11	140	2
Precinct 7921 - None	1	0	3	1	0	0	0	1	5	0	0	0	0	1	0	3	2	108	0	0	5	0	4	2	0	0	1	1	55	0	2	1	0	0	0	883	210	0	5	9	196	0
Precinct 7922 - None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	61	0	0	1	1	3	1	0	0	2	2	96	0	0	0	0	0	0	797	182	1	0	8	173	0
Precinct 7922 - None	2	0	0	0	0	2	2	1	1	0	1	0	0	1	0	7	0	126	0	5	0	0	1	6	1	1	0	2	72	0	0	0	0	0	0	797	241	1	0	8	232	1
Precinct 7923 - None	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	3	1	85	1	0	0	1	2	2	1	0	1	2	85	0	0	2	0	0	0	863	202	0	1	11	190	0
Precinct 7923 - None	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	2	2	110	0	1	4	1	2	3	0	2	2	1	96	0	0	1	0	0	0	863	241	0	1	8	232	1
Precinct 7924 - None	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	69	0	1	0	1	6	4	0	0	1	0	71	0	2	0	0	0	0	806	172	1	0	10	161	1
Precinct 7924 - None	0	1	2	2	2	2	0	0	0	0	0	0	1	1	3	2	0	112	2	3	5	0	9	1	0	3	1	1	87	1	0	0	0	0	0	806	247	0	0	6	241	0
Precinct 7925 - None	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	49	1	1	0	0	1	1	0	0	0	0	46	1	0	1	0	0	0	570	114	0	1	9	104	0
Precinct 7925 - None	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	3	98	1	1	2	0	3	3	0	0	0	0	65	0	1	0	0	0	0	570	191	0	1	7	183	0
Precinct 7926 - None	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	93	0	2	0	0	3	1	0	0	0	0	66	0	0	0	0	0	0	768	177	0	0	8	169	1
Precinct 7926 - None	0	2	3	1	0	4	2	0	1	0	0	1	0	0	3	5	2	132	1	4	1	0	2	5	0	2	0	4	99	0	0	0	0	0	0	768	296	0	0	21	275	1
Precinct 7927 - None	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	81	0	5	1	0	3	4	0	0	2	2	75	0	0	0	0	0	0	733	187	0	0	8	179	0
Precinct 7927 - None	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	168	0	2	0	0	2	4	0	3	0	0	96	0	0	0	0	0	0	733	289	-1	0	11	279	0
Precinct 7928 - None	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	2	138	0	0	1	0	7	1	0	2	0	2	84	1	0	0	0	0	0	899	253	-1	3	8	243	0
Precinct 7928 - None	0	1	3	0	0	0	1	0	0	0	0	0	0	0	1	0	2	166	0	1	3	2	3	3	0	0	0	1	93	2	0	1	0	0	0	899	297	2	2	10	283	0
Precinct 7929 - None	0	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	1	119	0	0	0	0	2	3	0	0	0	0	60	0	0	0	0	0	0	840	200	-1	0	10	191	0
Precinct 7929 - None	0	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	203	0	0	2	1	5	4	0	0	0	1	121	0	2	0	0	0	0	840	367	2	3	16	346	0
Precinct 7931 - None	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	126	0	2	1	0	3	0	0	1	0	0	43	0	0	0	0	0	0	732	189	0	0	8	181	0
Precinct 7931 - None	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	198	0	1	1	1	2	2	1	2	0	0	89	0	0	1	0	0	0	732	317	-1	2	12	304	1
Precinct 7932 - None	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	60	0	1	0	1	0	4	0	0	0	0	36	0	0	0	0	0	0	551	112	0	0	4	108	1
Precinct 7932 - None	0	1	2	0	0	2	2	1	1	0	0	0	0	0	1	0	2	131	1	1	1	0	4	4	0	0	0	0	65	0	1	0	0	0	0	551	225	0	0	5	220	0
Precinct 7933 MB - None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	4	0
Precinct 7934 - None	0	2	4	2	0	0	0	0	0	0	0	0	0	1	0	0	1	83	2	2	1	0	1	0	0	0	1	2	84	0	0	0	0	0	0	885	195	-4	1	12	186	0
Precinct 7934 - None	0	0	3	2	0	0	2	0	1	0	1	0	0	0	0	1	2	171	0	1	1	0	2	6	0	2	0	0	117	2	0	0	0	0	0	885	328	2	0	11	315	1
Precinct 7935 - None	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	158	0	3	2	1	4	0	0	1	0	2	93	0	0	1	0	0	0	938	283	0	1	9	273	0
Precinct 7935 - None	0	1	3	2	0	2	0	1	0	0	0	0	0	0	0	3	2	214	0	0	2	0	3	2	1	0	0	1	119	0	1	0	0	0	0	938	370	2	1	9	358	1
Precinct 7936 - None	2	0	4	0	1	1	2	0	0	0	0	0	0	0	0	0	0	125	0	2	2	0	1	2	0	1	0	1	94	0	1	0	0	0	0	832	246	-1	0	8	239	0
Precinct 7936 - None	0	0	4	1	0	3	0	0	0	0	0	1	1	0	0	2	3	163	1	3	1	1	5	3	0	0	0	1	118	0	1	0	0	0	0	832	326	1	1	11	313	1
Precinct 7937 - None	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	113	3	3	2	0	4	0	0	1	0	1	74	0	0	0	0	0	0	874	223	0	1	16	206	0
Precinct 7937 - None	0	0	1	1	1	4	3	0	2	0	1	0	0	0	0	0	1	176	0	0	0	0	4	1	3	0	0	0	94	1	0	1	0	0	0	874	309	0	0	14	295	1
Precinct 7938 - None	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	77	0	3	1	0	5	1	0	0	1	1	55	2	0	0	0	0	0	774	162	0	1	9	152	1
Precinct 7938 - None	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	1	0	124	1	2	3	0	3	5	0	1	0	1	79	1	0	0	0	0	0	774	247	0	2	17	228	0
Precinct 7939 - None	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	105	1	1	1	0	2	1	1	0	0	0	62	0	0	1	0	0	0	667	186	2	1	3	180	0
Precinct 7939 - None	0	0	1	0	0	2	0	0	0	0	0	0	2	1	1	0	0	129	3	0	4	1	0	2	0	1	1	0	67	0	1	0	0	0	0	667	230	1	1	12	216	0
Precinct 7941 - None	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	83	0	1	2	2	3	0	0	3	0	1	59	0	0	0	0	0	0	728	167	1	1	5	160	1
Precinct 7941 - None	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	3	122	0	2	0	0	0	7	2	0	0	0	82	0	0	0	0	0	0	728	236	1	0	11	224	1
Precinct 7942 - None	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	94	0	3	2	0	3	1	0	0	0	1	36	1	2	1	0	0	0	893	166	1	0	16	149	0
Precinct 7942 - None	0	0	1	2	0	0	1	0	1	0	0	0	0	3	0	2	1	181	0	4	5	1	5	1	0	1	0	1	65	0	0	0	0	0	0	893	286	-1	0	12	275	0
Precinct 7943 - None	0	1	2	0	0	1	3	0	2	0	0	0	2	0	1	0	1	106	0	0	4	0	2	1	0	3	1	0	44	1	2	2	0	0	0	887	192	0	2	11	179	0
Precinct 7943 - None	2	3	7	3	1	4	1	0	1	1	0	0	1	0	1	0	3	181	1	6	6	0	3	7	0	1	2	6	58	2	2	0	0	0	0	887	319	2	0	14	303	0
Precinct 7944 - None	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	1	0	119	0	0	0	0	1	2	0	0	0	0	66	0	0	0	0	0	0	769	201	-1	0	7	195	1
Precinct 7944 - None	0	1	1	0	0	4	0	0	2	0	0	0	1	0	0	1	2	130	0	2	2	0	3	3	0	0	0	2	73	0	0	0	0	0	0	769	235	0	0	8	227	0
Precinct 7945 - None	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	68	0	1	1	1	2	1	0	3	0	0	31	0	0	0	0	0	0	897	118	0	0	5	113	0
Precinct 7945 - None	0	1	1	1	0	3	1	1	1	0	0	0	1	0	1	0	2	159	0	4	3	0	7	3	0	1	0	1	84	0	1	1	0	0	0	897	294	3	2	12	277	0
Precinct 7946 - None	1	1	1	0	1	2	1	0	0	0	0	0	0	1	0	1	1	71	0	0	2	1	4	0	0	0	0	2	33	1	0	1	0	0	0	909	134	1	0	7	126	1
Precinct 7946 - None	0	4	0	2	0	12	6	1	2	0	1	1	1	4	0	6	0	201	1	2	11	3	1	10	0	1	4	3	37	2	1	0	0	0	0	909	348	3	2	25	318	1
Precinct 7947 - None	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	2	69	0	1	5	1	1	1	0	0	1	0	20	0	1	2	0	0	0	894	128	-1	1	14	114	2
Precinct 7947 - None	0	3	3	0	0	3	5	1	2	1	1	1	0	3	0	1	2	175	1	1	12	3	8	9	1	4	12	3	27	2	1	1	0	0	0	894	327	-1	3	39	286	0
Precinct 7948 - None	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	82	1	0	5	2	4	2	0	0	1	1	47	0	0	1	0	0	0	900	165	0	1	12	152	2
Precinct 7948 - None	0	3	2	4	2	10	3	1	0	1	0	0	0	5	1	1	2	165	0	5	13	2	8	2	2	0	3	0	50	0	2	3	0	0	0	900	313	-2	2	23	290	0
Precinct 7949 - None	0	2	0	0	0	0	2	0	1	1	0	0	0	1	0	0	4	34	0	0	1	0	4	0	0	1	1	1	10	0	1	0	0	0	0	552	78	3	0	11	64	0
Precinct 7949 - None	0	0	1	0	0	6	8	1	0	1	0	2	0	9	0	0	2	136	0	0	4	0	3	1	2	0	2	6	15	1	0	0	0	0	0	552	224	0	0	24	200	0
Precinct 7951 - None	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	3	56	0	1	5	0	0	2	0	0	0	1	16	0	0	0	0	0	0	830	97	0	0	8	89	0
Precinct 7951 - None	0	5	2	4	0	18	8	2	0	0	0	0	1	12	0	3	2	156	0	1	17	0	5	4	2	0	4	2	54	4	2	2	0	0	0	830	341	0	2	28	311	1
Precinct 7952 - None	0	1	1	0	0	4	0	0	1	0	0	0	0	4	0	2	3	45	0	0	1	1	3	1	0	0	1	5	13	0	0	2	0	0	0	823	100	0	0	12	88	0
Precinct 7952 - None	0	6	0	0	0	4	0	2	0	2	0	0	0	3	0	1	4	173	0	5	4	1	5	7	0	2	5	1	44	0	0	2	0	0	0	823	288	-1	3	14	272	1
Precinct 7953 - None	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	2	65	0	0	1	0	1	0	0	0	2	0	21	1	0	0	0	0	0	795	103	-2	0	6	99	1
Precinct 7953 - None	1	2	2	0	0	6	5	2	2	1	0	1	1	7	0	3	6	160	0	4	12	0	0	4	2	0	3	2	42	1	1	5	0	0	0	795	294	0	3	15	276	1
Precinct 7955 - None	0	0	0	1	0	2	2	1	1	0	0	0	1	0	0	2	1	62	1	0	5	0	4	0	0	0	1	1	26	0	1	0	0	0	0	854	116	0	0	4	112	0
Precinct 7955 - None	0	4	5	0	2	9	4	0	3	0	0	1	3	3	7	0	3	180	0	1	11	0	7	2	0	1	4	3	32	0	3	1	0	0	0	854	320	0	3	26	291	2
Precinct 7956 - None	0	0	1	0	1	3	1	1	0	0	0	0	0	2	1	1	3	35	0	0	7	0	1	0	0	1	1	1	20	1	1	0	0	0	0	779	101	0	4	14	83	1
Precinct 7956 - None	1	3	1	1	0	7	7	0	1	0	1	0	1	12	1	0	3	127	1	5	7	1	3	3	0	0	1	5	22	3	0	2	0	0	0	779	247	3	2	23	219	0
Precinct 7957 - None	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	61	0	1	1	0	4	2	0	1	1	3	10	0	0	0	0	0	0	623	97	1	1	7	88	1
Precinct 7957 - None	0	3	2	1	1	5	2	0	2	0	0	0	1	3	0	4	2	125	2	1	6	0	3	3	0	0	0	0	37	1	0	1	0	0	0	623	217	0	1	11	205	0
Precinct 7958 MB - None	0	0	1	0	0	2	5	0	1	0	0	0	0	0	0	4	0	62	0	0	1	0	2	0	0	0	0	3	10	0	0	1	0	0	0	263	104	0	2	7	95	3
Precinct 7959 - None	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	5	7	2	1	1	0	35	0	0	0	0	0	0	695	110	0	1	7	102	0
Precinct 7959 - None	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3	115	1	1	0	0	0	4	0	1	2	0	56	0	0	0	0	0	0	695	190	0	0	5	185	0
Precinct 9001 MB - None	0	0	2	1	0	0	2	0	0	0	0	0	1	3	0	2	0	58	2	4	1	0	2	0	0	0	1	0	9	0	0	0	0	0	0	257	101	2	0	10	89	1
Precinct 9101 - None	0	2	1	2	1	3	3	1	1	0	0	2	0	2	0	0	1	101	0	5	4	0	5	4	0	0	0	3	35	0	0	0	0	0	0	833	190	0	0	14	176	0
Precinct 9101 - None	0	2	2	0	4	6	6	0	2	0	0	0	1	6	0	4	3	179	1	4	9	0	6	6	1	0	0	1	48	0	1	5	0	0	0	833	323	0	3	22	298	1
Precinct 9102 - None	0	0	0	0	0	3	1	4	0	0	0	0	0	1	1	3	0	96	0	4	4	0	5	2	0	1	1	2	39	0	1	2	0	0	0	950	182	-1	0	12	171	1
Precinct 9102 - None	0	1	0	1	0	6	9	4	3	0	0	0	1	7	0	5	1	189	0	4	8	0	4	3	1	4	2	4	55	3	1	0	0	0	0	950	335	4	1	13	317	1
Precinct 9103 - None	0	1	2	0	0	1	1	0	0	0	0	0	0	2	1	2	0	99	0	3	4	0	6	4	0	1	3	0	25	0	0	4	0	0	0	924	174	0	0	13	161	2
Precinct 9103 - None	0	1	0	0	0	11	5	0	1	0	0	1	0	1	3	4	6	176	0	3	8	0	3	2	0	0	1	3	44	1	0	1	0	0	0	924	302	0	1	26	275	0
Precinct 9104 - None	1	1	1	2	1	0	0	0	2	0	0	0	1	2	0	3	3	80	0	4	7	1	2	0	1	0	1	0	44	2	1	1	0	0	0	937	176	0	2	12	162	1
Precinct 9104 - None	1	3	3	0	1	15	0	2	3	1	0	1	0	5	0	3	2	180	0	2	6	1	4	3	1	1	2	0	60	1	2	3	0	0	0	937	332	0	0	24	308	2
Precinct 9105 - None	1	2	0	0	2	3	0	1	2	0	0	0	1	0	2	1	1	114	0	1	2	1	5	0	1	0	0	1	36	0	2	1	0	0	0	888	191	1	3	7	180	0
Precinct 9105 - None	0	4	0	4	0	10	4	0	1	1	0	0	0	1	1	5	1	204	0	3	3	0	5	1	1	1	3	3	59	0	0	3	0	1	0	888	339	-1	0	19	321	2
Precinct 9106 - None	0	1	1	0	0	4	0	0	1	0	0	0	1	0	0	1	3	133	1	1	5	1	3	3	0	2	0	2	36	1	0	0	0	0	0	907	213	1	0	12	200	0
Precinct 9106 - None	0	2	0	0	0	7	5	0	0	1	0	0	0	2	0	5	0	195	0	3	3	0	3	3	0	1	0	4	72	1	1	1	0	0	0	907	334	4	1	19	310	1
Precinct 9107 - None	0	0	0	1	0	0	4	3	0	0	0	0	0	1	0	1	0	93	1	4	3	1	2	1	1	0	1	2	35	0	1	0	0	0	0	806	164	0	0	9	155	0
Precinct 9107 - None	0	0	1	1	1	4	5	1	1	0	0	0	0	2	2	0	0	125	1	6	12	0	6	3	1	1	4	4	47	2	1	0	0	0	0	806	246	1	0	14	231	0
Precinct 9108 - None	1	2	1	0	1	2	2	1	0	0	0	0	0	0	0	1	0	98	1	5	4	0	5	1	0	0	0	2	51	0	1	1	0	0	0	761	185	-1	0	5	181	1
Precinct 9108 - None	0	0	0	0	0	4	2	1	0	0	0	0	0	4	0	0	1	136	0	3	1	1	2	4	0	3	3	1	36	2	0	2	0	0	0	761	220	-1	2	13	206	0
Precinct 9109 - None	1	0	2	0	0	3	2	1	0	0	0	0	1	4	0	0	1	109	1	1	7	0	6	3	1	1	0	1	46	0	0	0	0	0	0	848	205	-1	0	14	192	1
Precinct 9109 - None	0	0	0	0	0	4	2	0	1	0	0	0	0	1	1	2	3	182	0	2	4	2	7	5	1	0	2	1	44	1	0	0	0	0	0	848	285	4	1	13	267	2
Precinct 9111 - None	0	1	3	1	1	0	5	1	0	0	0	0	1	1	0	2	2	74	1	5	3	2	1	2	0	0	0	1	27	0	1	0	0	0	0	756	150	0	1	14	135	0
Precinct 9111 - None	2	2	0	0	1	5	2	0	1	0	0	1	0	0	1	5	0	121	0	5	6	0	5	3	1	3	1	1	45	1	0	1	0	0	0	756	226	-1	1	11	215	2
Precinct 9112 - None	0	1	1	1	1	5	1	0	0	0	0	0	0	1	1	0	3	116	0	0	4	1	4	4	0	0	1	1	55	0	0	0	0	0	0	918	211	0	1	9	201	0
Precinct 9112 - None	0	1	3	2	1	5	0	0	2	1	0	0	0	1	1	2	0	172	1	1	3	1	3	5	0	0	3	0	67	2	0	1	0	0	0	918	295	0	3	13	279	1
Precinct 9113 - None	0	0	3	2	0	4	3	0	0	0	0	0	0	1	1	0	3	127	0	2	8	0	5	2	0	1	0	0	48	0	2	1	0	0	0	959	231	0	1	16	214	1
Precinct 9113 - None	0	2	1	2	1	9	1	1	2	0	0	0	0	1	0	0	1	204	3	1	10	1	2	5	0	0	2	2	75	2	2	2	0	0	0	959	351	1	0	18	332	0
Precinct 9114 - None	0	0	1	0	0	3	2	0	0	0	0	0	1	2	2	0	1	95	0	0	3	0	2	6	1	1	0	1	36	0	0	0	0	0	0	820	170	0	1	11	158	1
Precinct 9114 - None	0	4	3	3	0	1	2	0	2	0	0	0	2	9	1	2	3	125	0	2	6	1	2	4	1	2	9	0	63	2	3	0	0	0	0	820	273	1	2	17	253	1
Precinct 9115 - None	0	0	1	0	2	1	3	0	1	0	0	0	0	2	0	1	0	82	1	1	3	0	2	0	1	4	0	1	52	2	0	2	0	0	0	873	172	0	1	9	162	0
Precinct 9115 - None	0	0	1	2	1	6	3	0	1	1	0	0	1	0	1	4	1	136	0	2	3	1	4	6	1	2	0	4	79	1	1	5	0	0	0	873	287	2	2	16	267	0
Precinct 9116 - None	0	1	3	2	1	3	3	0	1	0	0	0	0	2	1	1	0	94	0	4	1	0	3	3	1	0	1	1	51	0	0	1	0	0	0	903	193	2	0	12	179	1
Precinct 9116 - None	1	1	0	1	0	11	1	0	2	0	0	0	0	2	1	1	3	169	0	5	8	0	4	7	0	0	1	1	70	0	1	1	0	0	0	903	314	4	3	15	292	1
Precinct 9117 - None	0	0	2	2	0	2	1	0	2	0	0	0	0	0	0	4	1	103	0	2	4	1	4	1	0	0	0	3	36	0	0	0	0	0	0	756	180	2	1	8	169	1
Precinct 9117 - None	0	2	1	0	1	5	0	2	0	0	0	0	0	1	0	2	6	179	0	5	4	0	6	6	0	1	1	0	45	3	0	0	0	0	0	756	285	1	0	13	271	1
Precinct 9118 - None	0	1	4	1	0	2	3	0	0	0	0	0	0	2	2	2	1	95	0	0	2	0	1	3	1	0	1	1	37	2	0	0	0	0	0	923	184	0	0	21	163	2
Precinct 9118 - None	0	6	0	0	0	7	0	0	1	0	0	1	0	5	0	1	1	144	1	1	4	0	3	1	2	3	3	3	52	2	1	1	0	0	0	923	268	0	0	24	244	1
Precinct 9119 - None	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	1	79	0	3	1	1	6	3	0	1	3	0	34	1	1	0	0	0	0	856	152	-2	0	14	140	0
Precinct 9119 - None	0	0	3	0	1	7	9	1	0	0	0	0	0	7	1	1	0	167	0	4	9	1	3	10	0	1	0	2	70	2	2	0	0	0	0	856	323	0	4	17	302	1
Precinct 9121 - None	0	0	1	0	0	3	0	1	1	0	0	0	1	1	1	1	2	88	0	1	10	0	4	3	0	0	0	2	46	0	0	2	0	0	0	890	188	0	0	19	169	1
Precinct 9121 - None	0	4	0	0	0	7	1	0	0	0	0	0	0	4	1	4	0	154	0	3	9	1	3	9	1	0	1	2	46	0	0	4	0	0	0	890	274	0	0	17	257	3
Precinct 9122 - None	1	1	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	70	0	3	6	0	1	0	1	0	0	1	30	0	3	1	0	0	0	913	131	0	0	7	124	0
Precinct 9122 - None	1	1	0	0	1	3	10	2	0	1	0	1	1	3	0	7	3	158	1	3	12	0	2	6	0	2	2	3	46	3	2	1	0	0	0	913	292	1	0	16	275	0
Precinct 9123 - None	0	0	2	1	0	3	0	0	2	0	0	0	0	1	2	1	2	80	1	4	7	0	6	7	0	1	1	3	44	0	0	1	0	0	0	829	175	0	2	4	169	0
Precinct 9123 - None	0	5	1	2	0	4	10	0	0	0	0	3	0	6	0	2	1	126	0	7	7	1	3	8	1	2	0	3	53	4	2	3	0	0	0	829	270	1	2	13	254	0
Precinct 9124 - None	0	2	1	2	1	3	0	0	1	0	1	0	0	1	0	0	4	78	2	1	4	0	1	3	1	0	1	1	30	0	0	0	0	0	0	832	150	0	3	9	138	0
Precinct 9124 - None	0	2	2	0	1	10	4	0	3	0	0	0	0	4	0	5	3	155	0	2	9	2	4	3	1	1	1	4	46	0	0	1	0	0	0	832	290	1	0	24	265	2
Precinct 9125 - None	0	0	0	1	1	3	0	0	2	0	0	0	1	2	0	1	1	89	2	2	3	0	2	1	0	0	1	0	29	2	1	0	0	0	0	822	159	1	1	12	145	1
Precinct 9125 - None	0	2	1	1	0	4	5	0	2	0	0	0	0	5	0	0	5	162	0	5	17	1	5	5	0	0	5	0	51	0	0	0	0	0	0	822	299	-3	2	23	277	1
Precinct 9126 - None	0	1	1	2	0	1	1	0	0	0	0	0	1	3	1	0	0	89	1	1	6	1	6	3	0	2	2	1	45	1	1	1	0	0	0	945	186	0	2	13	171	0
Precinct 9126 - None	0	2	2	1	0	13	4	0	1	0	0	1	1	10	0	7	0	178	0	2	6	2	2	11	0	1	0	8	76	0	1	1	0	0	0	945	350	0	1	18	331	1
Precinct 9127 - None	2	1	4	0	0	2	2	0	0	0	0	1	0	2	0	1	1	128	1	0	3	2	2	2	1	0	0	0	35	2	1	0	0	0	0	908	209	0	0	15	194	1
Precinct 9127 - None	0	3	2	2	2	2	2	1	0	0	1	1	0	7	1	3	2	181	0	3	2	1	6	8	0	0	3	1	61	2	1	0	0	0	0	908	315	-1	2	16	298	0
Precinct 9128 - None	0	1	5	2	1	0	3	0	0	0	0	0	1	2	2	0	1	107	1	4	6	0	4	3	1	2	1	0	31	0	1	0	0	0	0	805	188	0	1	7	180	1
Precinct 9128 - None	0	0	1	0	1	9	4	1	0	0	0	0	0	3	8	3	1	165	0	2	12	0	3	8	0	2	1	2	52	3	0	2	0	0	0	805	296	0	0	13	283	0
Precinct 9129 - None	0	2	0	2	1	2	0	1	0	0	0	1	0	2	0	0	0	78	1	2	6	1	2	6	0	2	0	0	47	0	1	0	0	0	0	713	173	0	1	14	158	1
Precinct 9129 - None	0	2	2	0	0	2	4	0	0	0	0	1	0	3	3	1	4	121	0	1	2	1	2	6	0	0	3	2	39	1	1	1	0	0	0	713	225	3	0	17	205	3
Precinct 9131 - None	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	83	1	1	4	1	4	3	1	1	2	1	31	1	2	0	0	0	0	740	151	0	0	9	142	1
Precinct 9131 - None	1	4	0	1	1	4	1	0	0	0	0	0	0	1	1	1	1	148	1	3	14	0	5	8	1	0	2	3	58	0	0	1	0	0	0	740	274	2	0	12	260	0
Precinct 9132 - None	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	80	0	4	2	0	4	2	0	1	1	0	48	1	3	0	0	0	0	827	167	0	0	16	151	0
Precinct 9132 - None	0	3	0	2	1	6	1	0	0	0	0	0	0	5	1	1	0	118	0	4	3	0	7	7	1	0	0	0	66	0	0	1	0	0	0	827	251	0	3	19	229	2
Precinct 9133 - None	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	111	0	1	1	0	0	3	0	1	1	1	52	0	1	0	0	0	0	1,007	188	0	1	9	178	1
Precinct 9133 - None	0	0	0	1	0	4	1	1	4	0	0	0	0	7	0	2	1	205	3	4	7	1	6	7	0	2	4	3	87	4	1	1	0	0	0	1,007	388	1	3	26	358	2
Precinct 9134 - None	0	1	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	74	0	0	1	2	8	1	1	1	1	0	29	0	0	1	0	0	0	893	132	0	0	6	126	0
Precinct 9134 - None	0	3	0	0	0	4	2	0	0	0	1	0	1	3	0	1	4	172	0	3	2	1	3	2	0	1	0	2	63	1	2	1	0	0	0	893	297	3	4	18	272	0
Precinct 9135 - None	0	2	3	0	0	3	3	2	1	0	0	0	0	0	2	2	1	74	0	2	2	1	1	2	0	0	0	1	30	3	1	1	0	0	0	778	149	0	0	10	139	2
Precinct 9135 - None	1	6	1	1	0	7	8	2	0	0	0	0	0	1	2	2	1	155	1	0	9	1	6	3	2	0	2	3	41	1	0	0	0	0	0	778	269	1	2	10	256	0
Precinct 9136 - None	0	0	1	1	0	3	1	0	0	1	0	0	1	1	2	1	0	94	0	4	3	0	8	3	0	2	0	2	41	0	0	0	0	0	0	894	191	0	1	20	170	1
Precinct 9136 - None	0	2	3	2	1	6	2	2	2	0	0	1	0	1	0	1	1	173	1	3	4	1	2	6	1	0	1	2	46	4	2	0	0	0	0	894	289	4	1	14	270	0
Precinct 9137 - None	1	2	2	0	1	5	4	0	2	0	0	0	1	2	2	2	3	100	0	4	5	0	3	4	0	1	3	0	41	1	0	2	0	0	0	946	201	0	0	10	191	0
Precinct 9137 - None	0	5	4	0	0	2	3	0	3	1	0	0	0	5	4	4	5	178	1	3	7	1	2	4	2	1	3	2	57	0	1	0	0	0	0	946	323	3	2	17	301	3
