Subtotal Area	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN "HAWK" MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	K. PEARCE	VERONIKA FIMBRES	ARMANDO M. ARREOLA	ARMAN SOLTANI	PETER CRAWFORD VALENTINO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted	Writein Votes
Precinct 7939 - Election Day	0	0	0	0	18	1	0	0	0	0	0	0	0	0	1	0	2	9	4	1	45	0	0	0	1	101	1	0	0	0	0	0	667	186	0	1	1	184	0
Precinct 7939 - Vote By Mail	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	11	9	1	46	0	1	0	0	125	0	0	0	0	0	0	667	230	0	8	6	216	0
Precinct 7941 - Election Day	1	0	1	0	21	0	0	0	4	0	0	2	0	0	1	0	1	6	2	0	33	0	0	0	1	92	0	0	0	0	0	0	728	167	0	1	0	166	1
Precinct 7941 - Vote By Mail	2	0	1	0	16	0	0	0	3	0	0	2	0	0	1	0	1	21	2	3	43	0	0	0	0	135	0	0	0	0	0	0	728	236	0	2	4	230	0
Precinct 7942 - Election Day	0	0	1	0	17	0	0	1	0	0	0	0	0	0	0	0	1	6	8	1	30	0	0	0	0	97	0	0	0	0	0	0	893	166	0	2	2	162	0
Precinct 7942 - Vote By Mail	1	0	1	0	33	0	0	0	5	0	0	1	0	0	1	0	0	29	9	3	32	0	0	0	0	152	1	0	1	0	0	0	893	286	0	8	8	270	1
Precinct 7943 - Election Day	0	0	3	0	23	1	0	0	2	0	0	1	0	2	1	1	0	5	12	0	27	0	0	0	1	108	0	0	0	0	0	0	887	192	0	0	5	187	0
Precinct 7943 - Vote By Mail	7	0	1	0	23	1	0	1	6	0	0	1	1	0	0	2	0	27	19	2	39	0	0	0	1	173	0	0	0	0	0	0	887	319	0	9	6	304	0
Precinct 7944 - Election Day	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	1	0	12	2	4	39	0	1	1	0	118	0	0	0	0	0	0	769	201	0	0	2	199	0
Precinct 7944 - Vote By Mail	1	0	0	0	27	1	1	0	6	0	0	0	0	0	0	0	1	12	4	1	42	0	0	0	0	133	0	0	0	0	0	0	769	235	0	3	3	229	0
Precinct 7945 - Election Day	1	0	1	0	13	0	0	0	0	0	0	0	0	1	0	1	1	5	4	1	22	0	0	0	0	65	0	0	0	0	0	0	897	118	0	1	2	115	0
Precinct 7945 - Vote By Mail	0	0	0	0	18	0	0	0	3	2	0	0	0	0	0	2	0	24	11	2	63	1	0	0	0	161	0	0	0	0	0	0	897	294	0	2	5	287	0
Precinct 7946 - Election Day	1	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	1	8	10	1	23	0	0	0	0	73	1	0	0	0	0	0	909	134	0	0	1	133	0
Precinct 7946 - Vote By Mail	0	0	1	3	27	2	0	0	31	0	0	0	0	1	0	0	0	54	15	3	18	0	0	0	0	170	2	0	0	0	0	0	909	348	0	15	6	327	0
Precinct 7947 - Election Day	0	0	0	1	17	0	0	0	1	0	0	0	0	0	0	0	0	16	7	1	10	0	0	0	0	64	1	0	0	0	0	0	894	128	0	8	2	118	0
Precinct 7947 - Vote By Mail	0	2	0	1	27	1	0	0	6	0	0	0	1	0	1	0	0	58	27	1	10	1	0	1	1	151	0	0	0	0	0	0	894	327	0	22	16	289	0
Precinct 7948 - Election Day	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	1	24	14	2	26	0	0	0	1	73	1	0	0	0	0	0	900	165	0	2	4	159	0
Precinct 7948 - Vote By Mail	0	0	2	2	16	0	0	0	6	1	0	0	0	1	0	1	0	44	35	3	21	0	0	0	2	162	0	0	0	0	0	0	900	313	0	9	8	296	0
Precinct 7949 - Election Day	0	0	1	1	9	0	0	0	5	0	0	0	0	0	0	0	1	8	10	1	10	0	0	0	0	30	0	0	0	0	0	0	552	78	0	0	2	76	0
Precinct 7949 - Vote By Mail	0	0	0	0	17	0	0	0	15	0	0	0	0	0	0	0	0	41	18	0	8	0	0	0	0	110	1	0	0	0	0	0	552	224	0	6	8	210	0
Precinct 7951 - Election Day	0	0	0	1	9	1	0	0	3	0	0	0	0	2	0	0	0	4	3	2	12	0	0	0	0	49	0	0	0	0	0	0	830	97	0	6	5	86	0
Precinct 7951 - Vote By Mail	2	1	2	2	23	0	0	0	22	0	0	0	0	1	0	1	0	61	40	8	16	0	0	1	2	136	2	0	0	0	0	0	830	341	0	10	10	321	1
Precinct 7952 - Election Day	1	0	1	0	13	0	0	0	4	0	0	0	0	0	0	0	0	12	13	2	4	0	0	0	0	43	1	0	0	0	0	0	823	100	0	4	2	94	0
Precinct 7952 - Vote By Mail	0	0	1	2	16	0	0	0	6	0	0	0	0	0	0	2	0	62	13	2	27	0	0	1	1	139	0	0	0	0	0	0	823	288	0	13	2	273	1
Precinct 7953 - Election Day	0	0	0	0	11	0	0	0	3	0	0	0	0	0	1	0	0	11	4	1	16	0	0	0	0	56	0	0	0	0	0	0	795	103	0	0	0	103	0
Precinct 7953 - Vote By Mail	2	0	0	0	24	0	1	0	19	0	0	0	1	0	1	0	1	41	32	2	11	0	0	1	1	144	2	0	0	0	0	0	795	294	0	8	3	283	0
Precinct 7955 - Election Day	1	0	1	0	8	0	0	0	4	0	0	0	0	0	0	0	0	11	7	0	9	0	0	0	0	73	0	0	0	0	0	0	854	116	0	2	0	114	0
Precinct 7955 - Vote By Mail	0	1	3	2	25	1	0	1	17	1	0	0	0	0	0	0	2	60	28	2	16	0	0	0	0	141	0	0	0	0	0	0	854	320	0	8	12	300	0
Precinct 7956 - Election Day	0	0	0	0	9	0	1	0	6	0	0	1	0	0	0	0	0	11	9	0	8	0	0	0	1	44	1	0	0	0	0	0	779	101	0	6	3	92	1
Precinct 7956 - Vote By Mail	1	0	1	3	20	0	0	0	21	0	0	0	0	0	0	0	0	37	21	1	13	0	0	1	1	105	0	0	0	0	0	0	779	247	0	7	15	225	0
Precinct 7957 - Election Day	0	0	0	0	7	0	0	0	2	0	0	0	0	1	0	0	1	9	3	2	11	0	0	0	0	54	0	0	0	0	0	0	623	97	0	5	2	90	0
Precinct 7957 - Vote By Mail	0	0	0	0	14	1	0	0	10	0	0	0	0	2	1	0	0	19	11	1	24	0	0	0	0	122	2	0	0	0	0	0	623	217	0	7	3	207	0
Precinct 7958 MB - Vote By Mail	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	9	4	0	10	0	0	0	0	48	0	0	0	0	0	0	263	104	0	13	4	87	0
Precinct 7959 - Election Day	1	1	1	0	18	0	0	0	0	0	0	1	0	0	0	0	2	5	3	0	25	0	0	0	0	50	0	0	0	0	0	0	695	110	0	0	3	107	0
Precinct 7959 - Vote By Mail	0	0	1	1	27	0	0	0	0	0	0	0	0	0	0	1	1	14	1	5	27	0	0	0	0	103	0	0	0	0	0	0	695	190	0	3	6	181	0
Precinct 9001 MB - Vote By Mail	0	0	0	0	7	1	0	0	1	0	0	0	0	1	0	0	0	13	4	0	0	0	0	0	0	66	0	0	0	0	0	0	257	101	0	6	2	93	0
Precinct 9101 - Election Day	0	1	1	1	12	0	0	0	1	0	0	1	0	0	2	0	0	13	21	1	25	0	0	0	0	106	1	0	0	0	0	0	833	190	0	2	2	186	0
Precinct 9101 - Vote By Mail	1	1	1	1	16	2	0	0	3	1	0	1	0	0	1	0	0	40	36	5	22	0	0	0	0	175	1	0	0	0	0	0	833	323	0	11	5	307	0
Precinct 9102 - Election Day	1	0	0	0	21	0	1	0	3	0	0	0	0	0	1	0	0	14	22	1	17	0	0	0	0	97	0	0	0	0	0	0	950	182	0	1	3	178	0
Precinct 9102 - Vote By Mail	0	0	2	1	28	0	0	2	13	0	0	0	0	1	0	0	0	36	36	3	29	0	0	1	0	166	0	0	0	0	0	0	950	335	0	6	10	319	1
Precinct 9103 - Election Day	0	1	0	0	13	0	0	0	5	0	0	0	0	0	0	0	0	25	10	6	15	0	0	0	1	93	0	0	0	0	0	0	924	174	0	3	2	169	0
Precinct 9103 - Vote By Mail	0	2	1	1	30	0	0	0	8	0	0	2	0	0	2	1	0	34	30	1	16	0	0	0	2	159	0	0	0	0	0	0	924	302	0	5	8	289	0
Precinct 9104 - Election Day	1	0	2	0	11	0	0	0	6	0	0	0	0	1	1	0	0	15	14	2	35	0	1	0	0	80	0	0	0	0	0	0	937	176	0	1	5	170	1
Precinct 9104 - Vote By Mail	2	0	1	0	22	0	0	0	8	1	0	0	0	1	1	0	0	41	25	7	33	0	0	0	0	179	1	0	0	0	0	0	937	332	0	5	5	322	0
Precinct 9105 - Election Day	1	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	13	15	1	18	0	0	0	0	116	0	0	0	0	0	0	888	191	0	2	2	187	0
Precinct 9105 - Vote By Mail	2	0	4	0	32	0	0	0	7	0	0	0	0	1	1	0	0	31	25	3	31	0	1	1	0	191	1	0	0	0	0	0	888	339	0	6	1	332	1
Precinct 9106 - Election Day	0	1	0	0	13	0	0	0	1	0	0	1	0	0	0	0	1	23	23	2	19	0	1	0	0	125	1	0	0	0	0	0	907	213	0	0	2	211	0
Precinct 9106 - Vote By Mail	2	0	0	1	24	1	0	0	4	0	0	0	0	1	0	0	0	36	31	8	29	0	0	4	0	183	1	0	0	0	0	0	907	334	0	3	5	326	1
Precinct 9107 - Election Day	0	0	0	1	5	0	0	0	3	0	0	0	0	0	1	0	0	22	10	0	24	0	1	0	1	88	0	0	0	0	0	0	806	164	0	4	4	156	0
Precinct 9107 - Vote By Mail	1	1	0	0	11	0	0	0	7	0	0	0	0	1	0	0	0	38	26	4	37	0	0	0	1	99	2	0	0	0	0	0	806	246	0	10	8	228	0
Precinct 9108 - Election Day	2	0	1	1	11	0	0	0	2	0	0	0	0	0	1	0	0	18	14	1	35	0	0	0	0	96	0	0	0	0	0	0	761	185	0	0	3	182	0
Precinct 9108 - Vote By Mail	1	0	0	1	20	0	0	0	2	0	0	0	1	0	0	0	0	30	13	4	22	0	0	0	0	111	1	0	0	0	0	0	761	220	0	2	12	206	0
Precinct 9109 - Election Day	0	0	0	2	8	0	0	0	6	0	0	2	0	0	0	0	0	15	18	0	27	0	1	0	0	119	0	0	0	0	0	0	848	205	0	3	4	198	0
Precinct 9109 - Vote By Mail	0	0	0	0	27	0	0	0	6	0	0	1	0	3	2	0	0	23	15	2	28	0	0	1	0	170	0	0	0	0	0	0	848	285	0	4	3	278	0
Precinct 9111 - Election Day	0	0	0	0	10	0	0	0	1	0	0	1	0	1	3	0	0	9	15	4	17	1	0	0	0	82	0	0	0	0	0	0	756	150	0	4	2	144	0
Precinct 9111 - Vote By Mail	0	0	0	1	16	1	0	0	5	0	0	0	0	0	0	0	0	26	17	6	27	2	0	0	0	115	3	0	0	0	0	0	756	226	0	1	5	220	1
Precinct 9112 - Election Day	1	0	1	3	20	1	1	0	4	0	0	1	0	0	1	1	0	12	10	5	32	0	1	0	0	111	0	0	0	0	0	0	918	211	0	2	3	206	1
Precinct 9112 - Vote By Mail	2	1	0	0	23	1	0	0	7	0	0	0	1	0	1	1	0	22	22	4	32	0	0	0	0	166	3	0	0	0	0	0	918	295	0	5	4	286	0
Precinct 9113 - Election Day	0	0	1	0	20	0	0	0	4	1	0	0	0	0	0	0	0	20	16	5	26	0	0	1	1	128	0	0	0	0	0	0	959	231	0	3	3	225	2
Precinct 9113 - Vote By Mail	0	0	1	0	34	0	0	0	9	0	0	0	0	0	1	0	0	33	28	4	39	0	0	1	0	192	0	0	0	0	0	0	959	351	0	7	2	342	0
Precinct 9114 - Election Day	1	0	1	0	19	0	0	0	0	0	0	0	0	0	0	1	0	18	9	2	25	0	0	0	0	88	1	0	0	0	0	0	820	170	0	3	2	165	0
Precinct 9114 - Vote By Mail	3	0	0	2	13	0	0	0	9	0	1	1	0	0	0	0	0	35	14	3	32	0	0	0	0	148	1	0	0	0	0	0	820	273	0	5	6	262	0
Precinct 9115 - Election Day	2	0	1	0	21	1	0	0	3	0	0	0	0	0	0	0	0	13	9	4	33	0	0	0	0	82	1	0	0	0	0	0	873	172	0	0	1	171	1
Precinct 9115 - Vote By Mail	0	0	0	0	21	0	0	0	4	1	0	0	0	0	0	1	0	29	21	7	55	0	0	1	0	134	0	0	0	0	0	0	873	287	0	7	6	274	0
Precinct 9116 - Election Day	3	0	1	0	15	0	0	1	5	0	0	1	0	0	0	0	0	15	9	2	35	0	0	0	1	99	0	0	0	0	0	0	903	193	0	3	3	187	0
Precinct 9116 - Vote By Mail	1	0	0	2	25	2	0	0	5	0	0	0	0	3	0	0	0	22	15	2	41	0	1	0	0	178	1	0	0	0	0	0	903	314	0	5	11	298	0
Precinct 9117 - Election Day	1	0	3	1	22	0	0	0	0	0	1	0	0	0	1	1	0	7	16	1	24	0	0	0	0	96	1	0	0	0	0	0	756	180	0	0	4	176	1
Precinct 9117 - Vote By Mail	1	0	0	0	23	0	0	0	1	0	0	2	0	1	3	0	1	32	25	3	22	1	0	0	0	165	0	0	0	0	0	0	756	285	0	1	4	280	0
Precinct 9118 - Election Day	3	1	1	0	11	0	0	0	2	0	0	0	0	0	0	0	0	23	16	2	26	0	0	0	1	92	0	0	0	0	0	0	923	184	0	0	6	178	0
Precinct 9118 - Vote By Mail	2	0	2	0	21	0	0	0	7	0	0	0	0	0	0	0	0	30	29	2	26	0	1	0	0	134	0	0	0	0	0	0	923	268	0	9	5	254	0
Precinct 9119 - Election Day	1	1	1	0	10	1	0	0	1	0	0	1	0	0	0	0	0	9	12	0	26	0	0	0	0	79	0	0	0	0	0	0	856	152	0	1	9	142	0
Precinct 9119 - Vote By Mail	2	0	2	1	27	1	0	0	7	0	0	0	0	1	0	0	0	44	27	5	31	0	0	0	0	160	4	0	0	0	0	0	856	323	0	6	5	312	0
Precinct 9121 - Election Day	1	0	2	0	16	0	0	0	6	0	0	0	0	0	0	1	0	23	22	3	21	0	0	0	0	87	1	0	0	0	0	0	890	188	0	3	2	183	0
Precinct 9121 - Vote By Mail	0	0	0	0	20	0	0	0	6	0	0	0	0	1	0	0	0	42	23	4	38	0	0	0	0	126	0	0	0	0	0	0	890	274	0	6	5	263	3
Precinct 9122 - Election Day	2	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	16	9	1	24	1	0	0	0	62	2	0	0	0	0	0	913	131	0	0	4	127	0
Precinct 9122 - Vote By Mail	0	0	0	1	15	0	0	0	12	0	0	0	0	1	0	0	0	39	34	3	31	0	0	0	0	146	0	0	0	0	0	0	913	292	0	6	4	282	0
Precinct 9123 - Election Day	0	2	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	24	16	4	24	0	0	0	0	89	0	0	0	0	0	0	829	175	0	1	1	173	0
Precinct 9123 - Vote By Mail	1	0	0	0	8	0	0	0	8	0	0	0	0	1	0	1	0	54	29	7	22	0	0	0	0	128	0	0	0	0	0	0	829	270	0	6	5	259	0
Precinct 9124 - Election Day	2	0	0	0	12	0	0	0	1	0	0	1	0	1	1	0	0	18	12	3	18	1	0	0	0	70	1	0	0	0	0	0	832	150	0	5	4	141	0
Precinct 9124 - Vote By Mail	3	0	1	1	15	0	0	0	10	0	0	0	0	0	0	0	0	37	28	1	24	1	0	0	2	149	0	0	0	0	0	0	832	290	0	8	10	272	0
Precinct 9125 - Election Day	0	1	1	0	15	0	0	0	7	0	0	0	0	0	0	1	0	12	7	3	27	0	1	1	0	82	0	0	0	0	0	0	822	159	0	0	1	158	0
Precinct 9125 - Vote By Mail	1	0	2	0	16	0	0	0	23	0	0	0	0	1	0	0	0	40	15	3	25	0	0	0	0	155	0	0	0	0	0	0	822	299	0	15	3	281	0
Precinct 9126 - Election Day	0	1	0	1	9	0	1	0	2	0	0	0	0	0	0	0	0	16	16	1	33	0	0	2	0	98	0	0	0	0	0	0	945	186	0	0	5	181	1
Precinct 9126 - Vote By Mail	0	0	3	1	26	0	0	0	14	0	0	0	0	0	1	0	0	54	32	5	45	0	0	0	0	154	2	0	0	0	0	0	945	350	0	5	8	337	0
Precinct 9127 - Election Day	1	0	1	0	16	1	0	0	6	0	0	0	0	1	0	0	0	19	13	1	28	0	0	0	0	115	2	0	0	0	0	0	908	209	0	2	3	204	0
Precinct 9127 - Vote By Mail	1	0	1	1	26	0	0	0	8	0	0	2	0	0	2	0	1	42	21	3	34	0	0	0	1	164	0	0	0	0	0	0	908	315	0	6	2	307	0
Precinct 9128 - Election Day	2	0	0	0	15	1	1	0	2	0	0	0	1	0	0	0	0	14	10	3	28	0	1	2	0	97	2	0	0	0	0	0	805	188	0	3	6	179	0
Precinct 9128 - Vote By Mail	1	0	1	1	20	0	0	0	10	0	0	0	0	0	1	0	0	19	33	2	31	0	0	0	0	168	1	0	0	0	0	0	805	296	0	3	5	288	0
Precinct 9129 - Election Day	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	10	9	1	30	0	0	0	1	93	1	0	0	0	0	0	713	173	0	2	5	166	0
Precinct 9129 - Vote By Mail	0	1	0	0	12	0	0	0	2	0	0	1	0	0	0	0	0	31	17	5	23	1	0	0	0	120	1	0	0	0	0	0	713	225	0	3	8	214	0
Precinct 9131 - Election Day	0	0	1	0	10	0	1	0	4	0	0	1	0	0	0	0	0	10	10	1	27	0	0	1	0	85	0	0	0	0	0	0	740	151	0	0	0	151	0
Precinct 9131 - Vote By Mail	2	0	0	0	10	2	0	0	16	0	0	0	0	0	1	0	0	31	18	6	40	0	0	0	1	135	3	0	0	0	0	0	740	274	0	4	5	265	0
Precinct 9132 - Election Day	1	0	0	0	20	0	0	0	0	0	0	0	0	1	0	1	0	19	7	1	26	0	0	0	1	82	0	0	1	0	0	0	827	167	0	2	4	161	1
Precinct 9132 - Vote By Mail	1	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	22	14	3	44	1	0	0	0	126	1	0	0	0	0	0	827	251	0	11	10	230	0
Precinct 9133 - Election Day	0	2	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	12	3	1	36	0	0	0	0	110	0	0	0	0	0	0	1,007	188	0	2	4	182	0
Precinct 9133 - Vote By Mail	0	0	1	0	23	0	0	0	6	0	0	0	2	1	1	1	0	53	22	7	46	0	1	1	0	210	1	0	0	0	0	0	1,007	388	0	5	7	376	0
Precinct 9134 - Election Day	1	0	0	0	9	0	0	0	0	0	0	1	1	0	0	0	0	11	8	3	28	0	1	0	0	65	0	0	0	0	0	0	893	132	0	1	2	129	1
Precinct 9134 - Vote By Mail	1	1	0	0	29	0	0	0	7	1	0	0	0	3	2	0	0	27	16	3	40	0	0	2	0	152	0	0	0	0	0	0	893	297	0	5	8	284	0
Precinct 9135 - Election Day	2	0	0	0	16	0	0	0	1	0	0	2	0	0	1	0	0	14	24	0	21	1	0	0	1	62	1	0	0	0	0	0	778	149	0	1	2	146	0
Precinct 9135 - Vote By Mail	0	0	2	1	17	0	0	0	7	0	0	0	0	0	2	0	0	21	30	2	22	2	1	0	0	151	1	0	0	0	0	0	778	269	0	6	4	259	0
Precinct 9136 - Election Day	2	0	2	1	7	0	0	0	3	0	0	0	0	0	0	1	0	16	11	1	36	0	0	0	3	103	0	0	0	0	0	0	894	191	0	1	4	186	0
Precinct 9136 - Vote By Mail	2	1	0	3	16	0	0	0	7	1	0	0	0	2	0	0	0	35	17	3	27	0	0	1	0	160	1	0	0	0	0	0	894	289	0	7	6	276	0
Precinct 9137 - Election Day	0	0	1	1	10	0	0	0	5	0	0	2	0	0	1	0	0	27	23	1	30	1	0	1	1	92	1	0	0	0	0	0	946	201	0	1	3	197	0
Precinct 9137 - Vote By Mail	1	0	0	1	21	0	0	1	12	0	0	1	1	1	1	0	0	36	22	2	38	0	0	0	1	173	2	0	0	0	0	0	946	323	0	2	6	315	1
Precinct 9138 - Election Day	0	0	0	0	6	0	0	0	3	0	1	0	0	1	2	0	0	10	13	4	24	0	0	0	0	85	1	0	0	0	0	0	892	155	0	2	3	150	0
Precinct 9138 - Vote By Mail	0	1	2	0	18	1	0	0	12	0	0	1	0	1	0	0	0	40	32	2	19	0	0	3	0	182	3	0	0	0	0	0	892	323	0	4	2	317	0
Precinct 9139 - Election Day	1	0	0	2	12	0	0	0	6	0	1	0	0	0	0	0	0	15	15	1	22	0	0	0	0	81	0	0	0	0	0	0	912	163	0	2	5	156	0
Precinct 9139 - Vote By Mail	0	0	2	2	22	0	1	0	20	0	0	1	0	1	1	0	0	48	40	2	27	1	1	0	1	159	7	0	0	0	0	0	912	356	0	10	8	338	2
Precinct 9141 - Election Day	1	0	0	2	13	0	1	0	7	0	0	0	0	0	0	0	0	17	10	0	23	0	0	0	1	89	0	0	1	0	0	0	904	168	0	0	3	165	0
Precinct 9141 - Vote By Mail	3	0	2	4	19	0	0	0	6	0	0	0	0	1	0	0	0	47	29	3	33	0	0	0	0	163	0	0	0	0	0	0	904	328	0	9	8	311	1
Precinct 9142 - Election Day	0	3	1	0	11	0	0	0	2	0	0	0	0	1	0	1	0	17	9	5	38	0	0	1	1	120	0	0	0	0	0	0	921	219	0	2	5	212	2
Precinct 9142 - Vote By Mail	1	0	2	0	17	0	1	0	7	0	0	0	0	1	0	0	0	40	16	6	29	0	1	0	0	153	3	0	0	0	0	0	921	288	0	7	4	277	0
Precinct 9143 - Election Day	1	1	0	0	14	0	0	0	5	0	1	1	0	1	0	0	0	9	8	1	33	0	0	1	0	117	0	0	0	0	0	0	887	196	0	2	0	194	1
Precinct 9143 - Vote By Mail	2	0	0	3	27	0	0	0	12	0	0	0	0	1	0	1	0	38	29	7	46	0	1	1	1	130	1	0	0	0	0	0	887	315	0	8	7	300	0
Precinct 9144 - Election Day	3	0	0	0	17	0	1	0	6	0	0	1	0	0	0	0	0	25	15	4	40	0	0	0	0	100	2	0	0	0	0	0	931	221	0	2	5	214	0
Precinct 9144 - Vote By Mail	2	0	0	1	25	0	0	0	5	0	1	0	0	0	0	0	0	32	24	3	36	0	1	0	0	171	1	0	0	0	0	0	931	322	0	10	9	303	1
Precinct 9145 - Election Day	1	0	0	0	21	0	0	0	3	0	0	0	0	2	0	1	0	19	13	4	27	0	0	0	0	99	0	0	0	0	0	0	837	197	0	2	5	190	0
Precinct 9145 - Vote By Mail	1	0	1	2	14	0	0	0	7	1	0	0	0	2	0	0	0	23	25	4	28	1	0	0	0	162	0	0	0	0	0	0	837	282	0	4	7	271	0
Precinct 9146 - Election Day	1	0	0	0	14	0	0	0	0	0	0	0	0	1	1	0	1	12	10	2	33	0	0	0	0	125	2	0	0	0	0	0	866	206	0	0	3	203	1
Precinct 9146 - Vote By Mail	1	0	1	0	18	0	0	0	6	0	0	0	0	0	0	0	0	30	15	3	43	0	0	0	0	173	2	0	0	0	0	0	866	297	0	0	5	292	0
Precinct 9147 - Election Day	1	0	2	1	19	0	0	0	1	1	0	0	0	1	1	1	0	23	9	3	50	0	0	0	0	111	1	0	0	0	0	0	920	227	0	1	0	226	1
Precinct 9147 - Vote By Mail	1	1	5	0	20	0	2	0	5	0	0	0	0	0	2	0	0	28	17	6	54	0	0	1	1	155	1	0	0	0	0	0	920	318	0	10	8	300	1
Precinct 9148 - Election Day	0	1	1	1	23	0	0	0	2	0	0	0	0	2	1	0	0	15	9	6	25	0	0	0	0	135	1	0	0	0	0	0	946	226	0	1	3	222	0
Precinct 9148 - Vote By Mail	1	0	1	1	29	1	0	0	1	2	0	0	0	1	1	0	0	18	13	3	42	0	0	2	0	190	0	0	0	0	0	0	946	322	0	1	15	306	0
Precinct 9149 - Election Day	2	2	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	10	10	8	30	0	1	0	0	101	1	0	0	0	0	0	884	196	0	3	3	190	0
Precinct 9149 - Vote By Mail	1	0	0	0	18	0	1	0	3	0	0	0	1	0	0	1	0	21	15	3	41	0	0	0	0	184	0	0	0	0	0	0	884	296	0	1	6	289	0
Precinct 9151 - Election Day	1	0	1	0	13	0	0	0	0	1	0	0	0	0	0	0	0	12	13	3	17	0	0	0	0	89	0	0	0	0	0	0	806	152	0	1	1	150	0
Precinct 9151 - Vote By Mail	2	0	0	0	18	1	0	0	5	0	0	1	0	1	2	0	0	19	19	5	22	0	0	0	0	164	0	0	0	0	0	0	806	267	0	5	3	259	0
Precinct 9152 - Election Day	0	0	0	0	5	1	0	0	0	0	0	0	0	1	1	0	0	4	5	0	12	0	0	1	0	36	0	0	0	0	0	0	712	67	0	0	1	66	0
Precinct 9152 - Vote By Mail	1	0	0	0	10	0	0	0	3	0	0	3	0	0	2	0	0	6	13	7	23	0	0	0	0	64	1	0	0	0	0	0	712	138	0	4	1	133	0
Precinct 9201 - Election Day	1	0	1	0	15	0	0	0	1	1	0	0	0	1	3	0	0	3	11	5	26	0	0	0	0	127	2	0	0	0	0	0	953	201	0	1	1	199	2
Precinct 9201 - Vote By Mail	1	0	1	0	16	0	0	0	4	0	0	2	1	0	4	1	0	8	15	4	32	0	0	0	0	132	0	0	0	0	0	0	953	229	0	2	6	221	0
Precinct 9202 - Election Day	0	1	0	1	21	1	0	0	0	0	0	0	0	2	1	0	0	10	8	6	18	0	0	0	0	108	1	0	0	0	0	0	908	184	0	2	3	179	1
Precinct 9202 - Vote By Mail	0	0	0	0	26	0	0	0	1	0	0	0	0	0	1	0	1	9	8	5	28	1	0	0	0	130	1	0	0	0	0	0	908	218	0	3	4	211	0
Precinct 9203 - Election Day	0	0	0	0	14	0	1	0	3	0	0	0	0	0	0	1	0	5	28	3	7	0	0	1	0	78	1	0	0	0	0	0	968	145	0	0	3	142	0
Precinct 9203 - Vote By Mail	0	0	0	0	27	1	0	0	10	0	0	0	0	0	0	0	0	11	51	5	7	0	0	0	0	180	3	0	0	0	0	0	968	300	0	4	1	295	0
Precinct 9204 - Election Day	0	1	0	0	14	0	0	0	5	0	0	0	0	0	0	0	0	10	25	4	9	0	0	0	0	76	1	0	0	0	0	0	809	147	0	1	0	146	1
Precinct 9204 - Vote By Mail	0	2	0	1	22	0	0	0	6	0	0	0	0	2	0	0	0	13	37	5	7	0	0	0	1	122	1	0	0	0	0	0	809	223	0	1	2	220	1
Precinct 9205 - Election Day	0	0	1	0	12	0	0	0	0	0	0	0	0	1	0	1	0	6	8	1	10	0	0	0	0	68	0	0	0	0	0	0	694	113	0	1	4	108	0
Precinct 9205 - Vote By Mail	0	1	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	10	18	5	9	0	0	0	0	131	0	0	0	0	0	0	694	201	0	2	4	195	0
Precinct 9206 - Election Day	0	0	0	0	20	1	0	1	4	0	0	0	0	0	0	0	0	9	22	1	5	0	0	0	1	66	3	0	0	0	0	0	887	135	0	1	1	133	0
Precinct 9206 - Vote By Mail	0	0	1	0	25	1	0	0	11	0	0	1	0	0	1	0	0	10	57	4	9	0	0	0	0	169	1	0	0	0	0	0	887	294	0	3	0	291	1
Precinct 9207 - Election Day	0	0	0	0	9	0	1	0	3	0	0	0	0	1	0	0	0	7	29	2	5	0	0	0	1	84	0	0	0	0	0	0	913	148	0	4	2	142	0
Precinct 9207 - Vote By Mail	1	0	0	0	18	0	0	0	10	0	0	1	0	0	0	0	0	12	35	0	13	1	0	0	0	146	1	0	0	0	0	0	913	249	0	3	8	238	0
