Subtotal Area	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN "HAWK" MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	K. PEARCE	VERONIKA FIMBRES	ARMANDO M. ARREOLA	ARMAN SOLTANI	PETER CRAWFORD VALENTINO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted	Writein Votes
Precinct 7344 - Vote By Mail	1	0	1	0	27	0	0	0	7	2	0	0	0	2	2	2	2	30	21	6	34	0	0	0	0	186	0	0	0	0	0	0	1,039	334	0	3	8	323	0
Precinct 7345 - Election Day	1	0	1	0	14	0	2	0	1	1	0	0	0	2	1	0	0	15	8	2	32	0	0	0	0	97	0	0	0	0	0	0	1,077	183	0	2	3	178	1
Precinct 7345 - Vote By Mail	1	0	0	0	32	0	0	0	3	0	0	0	0	1	1	0	0	20	17	4	29	0	0	0	0	171	0	0	0	0	0	0	1,077	283	0	2	2	279	0
Precinct 7346 - Election Day	0	0	0	0	10	0	2	0	1	0	0	0	0	0	0	0	0	10	8	5	31	0	1	0	0	96	0	0	0	0	0	0	877	168	0	0	2	166	2
Precinct 7346 - Vote By Mail	1	0	2	0	18	0	0	0	6	1	0	0	1	1	0	0	2	22	6	5	22	0	0	0	1	127	1	0	0	0	0	0	877	221	0	4	1	216	0
Precinct 7347 - Election Day	1	0	1	0	11	0	1	0	2	0	0	0	0	0	0	0	0	10	5	3	23	1	0	0	0	76	0	0	0	0	0	0	968	137	0	0	3	134	0
Precinct 7347 - Vote By Mail	1	0	0	0	26	0	0	0	4	0	0	0	0	2	0	0	0	21	11	6	40	0	0	0	1	156	2	0	0	0	0	0	968	279	0	5	4	270	0
Precinct 7348 - Election Day	0	0	0	0	14	0	0	0	4	1	0	0	0	0	0	0	1	13	9	0	18	0	0	0	1	75	1	0	0	0	0	0	832	139	0	0	1	138	1
Precinct 7348 - Vote By Mail	0	2	1	0	25	0	0	0	4	0	0	2	0	0	0	0	1	14	13	2	18	0	0	0	0	114	0	0	0	0	0	0	832	202	0	5	1	196	0
Precinct 7349 - Election Day	2	1	2	0	15	0	0	0	2	0	0	0	0	1	2	0	1	11	10	2	21	2	2	0	0	67	0	0	0	0	0	0	921	147	0	1	5	141	0
Precinct 7349 - Vote By Mail	1	0	1	0	24	0	0	0	6	0	0	0	0	0	2	0	0	30	26	8	24	0	0	0	0	145	3	0	0	0	0	0	921	282	0	6	6	270	0
Precinct 7501 - Election Day	1	0	0	0	10	0	0	0	1	0	0	0	0	0	1	0	2	5	8	3	11	0	0	0	0	74	0	0	0	0	0	0	554	118	0	0	2	116	0
Precinct 7501 - Vote By Mail	0	0	1	0	20	0	0	0	4	0	0	0	0	0	1	0	0	8	14	1	5	0	0	0	1	109	0	0	0	0	0	0	554	168	0	0	4	164	0
Precinct 7502 - Election Day	0	0	0	1	13	0	0	0	0	0	0	0	0	1	0	0	0	10	5	4	13	0	1	1	0	59	1	0	0	0	0	0	741	113	0	3	1	109	0
Precinct 7502 - Vote By Mail	2	2	0	0	32	3	0	0	5	0	0	0	0	0	0	1	1	43	30	8	29	0	0	0	0	172	2	0	0	0	0	0	741	349	0	7	12	330	0
Precinct 7503 - Election Day	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	6	5	3	12	0	0	1	0	79	1	0	0	0	0	0	727	132	0	2	7	123	0
Precinct 7503 - Vote By Mail	0	1	1	0	16	0	0	0	3	0	0	0	0	3	0	0	0	17	15	3	15	0	0	0	0	140	0	0	0	0	0	0	727	226	0	8	4	214	0
Precinct 7504 - Election Day	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	8	5	1	3	0	0	0	1	46	0	0	0	0	0	0	484	76	0	2	3	71	0
Precinct 7504 - Vote By Mail	0	0	0	1	10	0	0	0	1	0	0	0	0	0	1	0	0	19	7	0	9	0	1	1	0	92	0	0	0	0	0	0	484	158	0	12	4	142	0
Precinct 7505 - Election Day	1	0	0	0	10	1	0	0	1	0	0	0	0	0	1	0	0	9	11	2	7	0	0	1	0	83	0	0	0	0	0	0	871	131	0	1	3	127	0
Precinct 7505 - Vote By Mail	1	0	0	0	39	0	0	0	6	0	0	0	0	0	1	0	1	35	34	2	18	0	0	0	1	248	0	0	0	0	0	0	871	417	0	20	11	386	0
Precinct 7506 - Election Day	0	0	1	0	11	0	1	0	2	0	0	0	0	1	0	0	2	3	4	1	19	1	0	0	0	83	1	0	0	0	0	0	920	133	0	0	3	130	0
Precinct 7506 - Vote By Mail	1	0	0	0	18	0	1	0	2	0	0	0	0	0	0	0	2	21	13	9	19	1	1	1	0	147	0	0	0	0	0	0	920	252	0	9	7	236	0
Precinct 7507 - Election Day	1	0	0	0	13	0	1	0	1	2	0	1	0	0	2	1	0	18	2	1	14	1	0	0	0	94	0	0	0	0	0	0	919	158	0	2	4	152	0
Precinct 7507 - Vote By Mail	0	1	3	1	19	0	0	0	6	0	0	0	0	0	0	0	0	39	7	3	18	0	1	0	0	138	2	0	0	0	0	0	919	255	0	13	4	238	0
Precinct 7508 - Election Day	1	0	0	2	9	0	1	0	3	0	0	0	0	0	0	1	0	6	8	1	10	1	1	0	0	58	1	0	0	0	0	0	702	106	0	0	3	103	0
Precinct 7508 - Vote By Mail	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	38	23	2	29	0	0	1	0	197	1	0	0	0	0	0	702	340	0	9	5	326	0
Precinct 7509/7511 - Election Day	2	0	0	0	16	0	0	0	1	0	0	0	0	2	1	0	0	10	13	3	12	0	0	0	1	108	0	0	0	0	0	0	909	171	0	0	2	169	0
Precinct 7509/7511 - Vote By Mail	0	0	0	0	25	0	0	0	4	1	0	0	0	2	1	1	1	33	11	2	32	1	0	0	0	188	2	0	0	0	0	0	909	319	0	12	3	304	0
Precinct 7512 - Election Day	1	0	0	0	6	0	0	0	3	0	0	0	0	2	0	0	2	5	9	1	7	0	0	0	0	53	0	0	0	0	0	0	604	96	0	5	2	89	0
Precinct 7512 - Vote By Mail	0	0	1	3	7	0	0	0	2	0	0	0	0	0	0	0	0	10	27	1	21	0	0	0	0	106	1	0	0	0	0	0	604	196	0	12	5	179	0
Precinct 7513 - Election Day	0	0	0	2	9	0	1	0	0	0	0	0	0	1	0	0	1	6	4	5	18	0	1	0	0	78	0	0	0	0	0	0	790	142	0	8	8	126	0
Precinct 7513 - Vote By Mail	0	0	1	0	13	0	1	0	10	0	0	1	0	1	0	0	1	26	12	0	15	0	0	0	0	101	4	0	0	0	0	0	790	208	0	13	9	186	0
Precinct 7514 - Election Day	0	1	0	0	9	0	0	0	1	1	0	0	0	0	0	0	3	7	4	1	2	0	0	0	0	57	0	0	0	0	0	0	863	95	0	4	5	86	0
Precinct 7514 - Vote By Mail	0	0	0	1	17	0	0	0	3	1	0	0	1	0	0	0	0	33	8	1	7	3	1	0	0	125	4	0	0	0	0	0	863	235	0	18	12	205	0
Precinct 7515 - Election Day	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	8	3	1	15	0	0	0	1	110	0	0	0	0	0	0	845	150	0	3	3	144	0
Precinct 7515 - Vote By Mail	0	0	1	0	27	0	0	0	6	0	0	0	0	2	0	0	2	30	6	3	23	0	1	1	0	166	1	0	0	0	0	0	845	289	0	11	9	269	0
Precinct 7516 - Election Day	0	0	0	0	11	0	0	0	1	0	0	0	0	1	3	0	2	7	10	3	15	0	0	0	0	82	1	0	0	0	0	0	886	145	0	2	7	136	0
Precinct 7516 - Vote By Mail	0	1	0	2	21	0	0	0	8	0	1	2	0	1	4	0	1	32	24	7	39	0	0	1	0	219	0	0	0	0	0	0	886	378	0	7	8	363	0
Precinct 7517 - Election Day	1	0	2	0	20	0	0	0	1	0	0	0	0	1	0	0	1	13	2	4	40	0	0	0	0	135	1	0	0	0	0	0	863	228	0	0	6	222	1
Precinct 7517 - Vote By Mail	1	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	1	12	4	3	34	0	0	0	0	158	0	0	0	0	0	0	863	251	0	5	6	240	0
Precinct 7518 - Election Day	2	1	1	0	23	0	0	0	0	0	0	0	0	2	1	0	0	17	1	2	51	0	0	0	0	129	1	0	0	0	0	0	939	235	0	0	4	231	0
Precinct 7518 - Vote By Mail	0	0	1	0	25	0	0	0	2	0	0	0	0	1	1	0	0	21	9	2	52	0	0	0	0	178	1	0	0	0	0	0	939	298	0	2	2	294	1
Precinct 7519 - Election Day	0	0	0	0	10	0	0	1	2	1	0	1	0	0	0	0	0	14	3	2	53	0	0	0	0	91	0	0	0	0	0	0	726	179	0	0	1	178	0
Precinct 7519 - Vote By Mail	1	0	0	0	14	0	1	1	0	0	0	0	0	2	1	0	1	7	5	3	30	0	0	0	0	109	0	0	0	0	0	0	726	185	0	2	8	175	0
Precinct 7521 - Election Day	1	0	1	0	21	0	0	0	2	1	0	0	0	0	0	0	1	7	5	6	35	0	0	0	0	123	0	0	0	0	0	0	802	211	0	1	7	203	0
Precinct 7521 - Vote By Mail	1	0	1	0	19	0	0	0	2	0	0	0	0	0	0	1	0	18	0	5	39	0	0	0	0	119	0	0	0	0	0	0	802	215	0	3	7	205	0
Precinct 7522 - Election Day	0	0	0	0	11	0	0	0	1	0	0	0	0	1	1	0	0	5	5	5	38	0	1	0	0	103	0	0	0	0	0	0	743	175	0	1	2	172	1
Precinct 7522 - Vote By Mail	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0	11	3	6	48	0	0	0	0	142	0	0	0	0	0	0	743	240	0	2	4	234	0
Precinct 7523 - Election Day	2	0	1	1	14	0	1	0	0	0	0	0	0	0	1	2	0	9	5	0	58	0	1	0	2	100	1	0	0	0	0	0	737	208	0	1	9	198	0
Precinct 7523 - Vote By Mail	2	0	1	0	18	0	0	0	0	0	0	0	0	0	0	1	0	12	10	2	24	0	0	0	0	147	0	0	0	0	0	0	737	223	0	0	6	217	0
Precinct 7524 - Election Day	0	1	1	0	13	0	0	0	1	1	0	0	0	1	1	1	1	14	1	0	18	0	0	0	0	81	0	0	0	0	0	0	646	143	0	2	6	135	0
Precinct 7524 - Vote By Mail	2	1	3	0	19	0	0	0	0	0	0	0	0	1	1	0	0	12	3	5	17	0	0	0	0	95	0	0	0	0	0	0	646	165	0	4	2	159	0
Precinct 7525 - Election Day	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	17	0	2	0	0	100	0	0	0	0	0	0	779	145	0	2	2	141	0
Precinct 7525 - Vote By Mail	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	2	2	7	3	3	23	0	0	0	0	135	1	0	0	0	0	0	779	214	0	4	6	204	0
Precinct 7526 - Election Day	1	0	0	0	16	0	0	0	3	0	0	0	0	1	0	0	1	12	0	2	32	0	0	0	0	122	1	0	0	0	0	0	947	197	0	2	4	191	0
Precinct 7526 - Vote By Mail	3	0	3	0	29	1	0	0	1	0	0	0	0	0	0	2	1	16	12	7	31	0	0	0	0	201	0	0	0	0	0	0	947	313	0	0	5	308	1
Precinct 7527/7528 - Election Day	2	0	0	0	14	0	1	0	3	0	0	0	0	4	0	0	0	14	5	4	28	0	1	0	0	74	3	0	0	0	0	0	729	162	0	4	5	153	0
Precinct 7527/7528 - Vote By Mail	0	0	0	0	23	0	0	0	8	0	0	0	0	0	0	0	0	17	10	4	26	1	0	0	0	130	3	0	0	0	0	0	729	237	0	10	5	222	0
Precinct 7529 - Election Day	0	0	0	0	20	0	0	0	0	1	0	0	1	3	0	0	2	11	4	4	56	0	0	0	0	106	0	0	0	0	0	0	925	214	0	2	3	209	1
Precinct 7529 - Vote By Mail	0	0	1	0	20	0	1	0	2	0	0	0	0	1	1	2	0	15	5	5	60	0	0	0	1	178	1	0	0	0	0	0	925	300	0	4	3	293	0
Precinct 7531 - Election Day	5	2	0	0	15	0	0	0	1	0	0	0	0	1	1	1	1	12	2	1	29	0	0	0	1	99	0	0	0	0	0	0	847	179	0	3	5	171	0
Precinct 7531 - Vote By Mail	1	0	1	0	19	0	1	0	0	0	0	0	0	0	0	0	1	28	4	7	45	0	0	0	0	151	0	0	0	0	0	0	847	263	0	3	2	258	0
Precinct 7532 - Election Day	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	1	0	10	11	0	20	0	0	0	0	112	2	0	0	0	0	0	823	172	0	4	1	167	0
Precinct 7532 - Vote By Mail	0	2	0	0	24	0	0	0	7	1	0	0	1	1	1	0	0	21	8	2	22	0	0	1	0	126	0	0	0	0	0	0	823	226	0	2	7	217	0
Precinct 7533 - Election Day	3	1	3	0	23	0	0	0	0	0	0	0	0	0	1	2	1	11	6	4	59	0	1	0	1	144	1	0	0	0	0	0	951	268	0	2	4	262	1
Precinct 7533 - Vote By Mail	1	0	2	2	34	1	0	0	0	0	0	0	0	4	0	2	3	11	10	4	58	0	1	0	0	148	0	0	0	0	0	0	951	297	0	6	9	282	1
Precinct 7534 - Election Day	2	0	3	0	23	0	0	0	1	0	0	0	0	0	1	0	2	9	1	4	52	0	0	0	2	134	0	0	0	0	0	0	883	241	0	1	6	234	0
Precinct 7534 - Vote By Mail	0	0	0	0	20	0	0	0	5	0	0	0	0	1	2	0	0	8	7	5	44	0	0	0	0	145	0	0	0	0	0	0	883	240	0	0	3	237	0
Precinct 7535 - Election Day	0	0	0	0	25	0	0	0	0	0	0	1	1	1	1	0	0	6	4	1	40	0	0	1	0	117	0	0	0	0	0	0	743	201	0	0	3	198	0
Precinct 7535 - Vote By Mail	3	0	0	1	25	1	0	0	0	0	0	0	0	0	2	3	0	15	5	3	45	0	0	0	0	142	0	0	0	0	0	0	743	251	0	3	3	245	0
Precinct 7536 - Election Day	3	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	7	6	3	40	0	0	0	0	125	0	0	0	0	0	0	856	206	0	0	4	202	0
Precinct 7536 - Vote By Mail	0	0	0	0	28	0	0	0	3	0	0	0	0	1	1	0	0	11	2	4	50	0	0	0	0	172	0	0	0	0	0	0	856	279	0	3	4	272	0
Precinct 7537 - Election Day	3	1	1	0	15	0	0	0	3	1	0	1	0	0	0	0	0	3	2	2	32	0	1	0	2	111	2	0	0	0	0	0	734	187	0	0	7	180	0
Precinct 7537 - Vote By Mail	0	1	1	0	9	0	0	0	2	0	0	0	0	1	0	1	0	10	2	3	40	0	0	0	0	150	0	0	0	0	0	0	734	225	0	1	4	220	0
Precinct 7538 - Election Day	0	0	0	0	23	0	0	0	0	1	0	1	0	1	0	0	0	6	3	0	57	0	0	0	1	122	1	0	0	0	0	0	757	223	0	0	7	216	0
Precinct 7538 - Vote By Mail	0	0	0	1	26	0	0	0	0	0	0	1	0	0	0	0	1	15	3	3	34	0	0	0	0	168	0	0	0	0	0	0	757	256	0	2	2	252	0
Precinct 7539 - Election Day	1	0	2	1	20	0	0	0	1	0	0	1	0	0	0	1	0	14	4	1	63	0	0	0	0	128	1	0	0	0	0	0	884	250	0	2	10	238	0
Precinct 7539 - Vote By Mail	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	11	4	4	60	0	0	0	1	177	1	0	0	0	0	0	884	286	0	3	4	279	1
Precinct 7541 - Election Day	0	2	1	0	15	0	1	0	1	2	0	0	0	1	0	0	0	11	3	0	35	0	2	0	1	128	0	0	0	0	0	0	791	215	0	0	11	204	1
Precinct 7541 - Vote By Mail	0	0	0	0	31	0	0	0	3	0	0	0	1	2	0	2	0	17	0	1	41	0	0	0	0	141	0	0	0	0	0	0	791	245	0	1	2	242	3
Precinct 7542 - Election Day	2	0	0	0	20	0	0	0	0	0	0	0	0	0	1	2	1	9	0	3	31	0	0	0	0	109	0	0	0	0	0	0	787	183	0	1	4	178	0
Precinct 7542 - Vote By Mail	0	0	3	0	16	0	0	0	1	0	0	1	0	3	1	1	0	8	4	0	66	0	0	0	0	136	0	0	0	0	0	0	787	247	0	2	5	240	0
Precinct 7543 - Election Day	0	0	0	0	19	0	1	0	1	0	0	0	0	0	0	0	1	5	3	4	33	0	0	0	0	107	0	0	0	0	0	0	910	187	0	5	7	175	1
Precinct 7543 - Vote By Mail	0	0	0	0	40	0	0	0	0	0	0	1	0	0	0	0	4	18	8	3	52	0	0	0	0	201	0	0	0	0	0	0	910	332	0	4	1	327	0
Precinct 7544 - Election Day	1	0	0	0	22	0	0	0	0	0	0	0	0	1	2	0	0	10	8	2	38	1	0	0	1	99	0	0	0	0	0	0	877	186	0	0	1	185	0
Precinct 7544 - Vote By Mail	0	0	0	0	39	0	0	0	4	0	0	0	0	0	2	1	0	13	4	2	55	0	0	1	0	199	0	0	0	0	0	0	877	331	0	4	6	321	1
Precinct 7545 - Election Day	1	0	1	0	12	0	0	0	2	0	0	1	0	2	0	0	0	11	3	5	26	0	0	0	0	112	0	0	0	0	0	0	877	179	0	0	3	176	0
Precinct 7545 - Vote By Mail	2	0	2	0	24	0	0	0	6	1	0	0	0	1	1	0	1	21	4	2	38	0	1	0	0	171	0	0	0	0	0	0	877	291	0	4	12	275	0
Precinct 7546 - Election Day	1	0	3	0	17	0	0	0	1	0	0	1	0	0	1	1	0	7	7	1	34	0	0	0	1	137	2	0	0	0	0	0	913	219	0	0	5	214	0
Precinct 7546 - Vote By Mail	1	0	0	0	27	1	0	0	2	1	0	0	0	2	0	0	0	24	8	5	61	0	0	0	0	170	0	0	0	0	0	0	913	310	0	2	6	302	0
Precinct 7547 - Election Day	1	1	3	0	25	0	1	0	0	0	0	1	1	0	0	1	0	15	2	3	41	0	0	1	0	141	0	0	0	0	0	0	987	244	0	0	6	238	1
Precinct 7547 - Vote By Mail	1	0	3	1	21	0	0	0	3	0	0	1	1	0	1	0	1	26	3	3	69	0	0	0	0	179	3	0	0	0	0	0	987	322	0	2	4	316	0
Precinct 7548 - Election Day	2	0	0	0	17	0	0	0	3	1	0	1	0	0	0	0	0	14	5	0	49	0	0	1	1	140	0	0	0	0	0	0	1,054	236	0	1	1	234	0
Precinct 7548 - Vote By Mail	2	0	1	0	36	0	0	0	3	2	0	0	0	2	0	0	1	23	6	4	51	0	1	0	0	206	1	0	0	0	0	0	1,054	345	0	4	2	339	0
Precinct 7549 - Election Day	0	0	1	0	17	0	0	0	3	0	0	1	0	0	2	1	0	10	3	1	29	0	0	0	0	93	1	0	0	0	0	0	785	165	0	1	2	162	0
Precinct 7549 - Vote By Mail	5	0	1	3	24	0	0	0	4	0	0	1	1	1	0	0	0	17	8	3	40	0	0	2	0	157	0	0	0	0	0	0	785	281	0	7	7	267	0
Precinct 7551 - Election Day	0	0	3	0	12	0	0	0	2	0	0	0	0	0	1	1	0	5	5	2	38	0	0	0	0	123	0	0	0	0	0	0	705	199	0	1	5	193	1
Precinct 7551 - Vote By Mail	0	0	0	0	23	0	0	0	1	1	0	0	0	0	0	1	0	13	4	3	37	0	1	0	0	150	0	0	0	0	0	0	705	240	0	4	2	234	0
Precinct 7552 - Election Day	0	1	1	0	13	0	0	0	0	0	0	0	0	1	0	0	2	7	2	3	30	0	0	0	1	126	1	0	0	0	0	0	718	191	0	0	2	189	1
Precinct 7552 - Vote By Mail	0	0	1	0	21	0	0	0	0	1	0	0	0	0	0	0	2	12	6	4	36	0	0	0	0	142	0	0	0	0	0	0	718	232	0	2	5	225	0
Precinct 7553 MB - Vote By Mail	0	1	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	6	5	2	3	0	0	0	0	53	1	0	0	0	0	0	171	87	0	1	2	84	0
Precinct 7554 - Election Day	0	1	0	0	17	0	0	0	4	0	0	0	0	0	1	0	0	5	6	1	28	0	0	1	2	110	0	0	0	0	0	0	785	179	0	1	2	176	0
Precinct 7554 - Vote By Mail	0	0	0	0	31	0	1	0	3	0	0	0	0	0	2	0	1	16	17	1	29	0	0	0	0	217	0	0	0	0	0	0	785	323	0	1	3	319	1
Precinct 7555 - Election Day	0	0	1	0	24	0	1	0	0	0	0	0	0	1	0	0	1	7	7	2	29	0	1	0	0	163	0	0	0	0	0	0	847	242	0	3	2	237	0
Precinct 7555 - Vote By Mail	1	0	0	0	35	1	0	0	0	0	0	0	0	2	0	0	0	14	5	3	37	0	0	0	1	198	0	0	0	0	0	0	847	304	0	3	4	297	0
Precinct 7556/7557 - Election Day	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	6	14	1	31	0	0	0	0	151	0	0	0	0	0	0	961	223	0	1	4	218	0
Precinct 7556/7557 - Vote By Mail	1	0	0	0	39	0	0	0	5	0	0	0	0	0	0	0	0	28	10	2	41	0	0	0	0	284	0	0	0	0	0	0	961	422	0	3	9	410	0
Precinct 7601 - Election Day	1	0	0	0	11	0	0	0	1	0	0	1	0	1	0	1	0	4	9	4	18	0	1	0	0	69	0	0	1	0	0	0	744	128	0	2	4	122	0
Precinct 7601 - Vote By Mail	2	0	1	0	12	0	0	0	8	1	0	0	0	0	1	0	0	17	8	1	23	0	0	0	1	90	3	0	0	0	0	0	744	185	0	9	6	170	2
Precinct 7602 - Election Day	0	1	3	0	11	0	0	1	3	0	0	2	0	0	0	0	2	5	4	1	22	0	0	0	0	84	1	0	0	0	0	0	880	147	0	5	2	140	0
Precinct 7602 - Vote By Mail	1	3	2	0	15	0	0	0	3	0	0	2	0	2	0	1	1	20	7	6	27	0	0	0	0	136	1	0	0	0	0	0	880	243	0	11	5	227	0
Precinct 7603 - Election Day	1	0	1	0	13	0	0	0	0	0	0	0	0	0	1	1	1	4	5	4	43	0	0	0	0	74	0	0	0	0	0	0	826	152	0	2	2	148	0
Precinct 7603 - Vote By Mail	4	1	2	0	21	0	0	0	4	0	1	0	0	0	0	0	0	19	6	3	30	0	0	0	0	116	0	0	0	0	0	0	826	215	0	7	1	207	0
Precinct 7604 - Election Day	3	0	1	0	9	0	0	0	2	0	0	0	0	1	0	1	2	8	8	2	14	0	1	0	1	73	2	0	0	0	0	0	906	133	0	3	1	129	1
Precinct 7604 - Vote By Mail	3	0	2	0	14	0	0	0	3	1	0	0	0	1	0	1	3	13	15	6	25	0	0	1	0	135	1	0	0	0	0	0	906	233	0	4	4	225	1
Precinct 7605 - Election Day	1	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	12	1	1	5	0	0	0	0	46	0	0	0	0	0	0	651	77	0	1	2	74	0
Precinct 7605 - Vote By Mail	0	0	1	1	13	0	0	0	4	1	0	0	0	0	0	0	0	12	6	3	9	0	0	0	0	90	0	0	0	0	0	0	651	155	0	10	5	140	0
Precinct 7606 - Election Day	2	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	5	12	1	19	0	0	1	0	76	1	0	0	0	0	0	895	127	0	2	0	125	0
Precinct 7606 - Vote By Mail	4	0	4	1	22	0	0	0	4	1	0	0	0	1	0	2	1	5	9	2	23	1	0	1	0	118	0	0	1	0	0	0	895	212	0	9	3	200	0
Precinct 7607 - Election Day	3	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	2	10	4	1	10	1	0	0	1	76	0	0	0	0	0	0	955	120	0	3	2	115	0
Precinct 7607 - Vote By Mail	1	0	3	0	17	0	0	0	3	0	1	1	0	1	0	1	3	21	15	1	26	0	0	1	1	150	0	0	0	0	0	0	955	265	0	8	10	247	1
Precinct 7608 - Election Day	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	3	1	3	0	0	0	0	30	1	0	0	0	0	0	388	46	0	0	2	44	0
Precinct 7608 - Vote By Mail	0	0	1	0	5	0	0	0	5	0	0	0	0	0	0	0	2	23	10	0	5	0	0	0	0	57	1	0	0	0	0	0	388	119	0	6	4	109	0
Precinct 7609 - Election Day	0	1	1	0	6	1	0	0	1	0	0	0	0	1	0	1	0	10	5	0	4	1	0	0	0	59	0	0	0	0	0	0	916	101	0	3	7	91	0
Precinct 7609 - Vote By Mail	2	0	0	0	9	0	0	0	6	2	1	0	0	0	1	0	1	41	13	1	10	0	0	0	0	155	0	0	0	0	0	0	916	297	0	29	26	242	0
Precinct 7611 - Election Day	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	6	4	1	6	0	0	0	0	42	1	0	0	0	0	0	756	76	0	3	5	68	1
Precinct 7611 - Vote By Mail	0	0	1	0	15	0	0	0	6	0	0	1	1	1	0	0	1	27	7	2	9	0	0	0	0	110	0	0	0	0	0	0	756	204	0	10	13	181	0
Precinct 7612 - Election Day	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	10	4	1	6	0	0	0	0	46	0	0	0	0	0	0	574	76	0	3	2	71	0
Precinct 7612 - Vote By Mail	1	0	0	0	14	0	0	0	5	1	0	0	0	0	0	0	0	43	12	1	18	0	0	1	0	99	3	0	0	0	0	0	574	210	0	9	3	198	0
Precinct 7613 - Election Day	0	1	5	0	15	0	0	0	0	0	0	0	1	0	0	0	2	3	7	2	17	0	2	0	0	79	0	0	0	0	0	0	887	140	0	3	3	134	0
Precinct 7613 - Vote By Mail	0	0	2	1	18	0	0	0	7	0	0	0	1	0	1	0	2	12	8	6	14	0	0	0	0	129	0	0	0	0	0	0	887	215	0	5	8	202	1
Precinct 7614 - Election Day	1	1	2	1	10	0	0	0	1	0	0	0	0	0	0	0	1	4	4	1	13	0	0	0	3	71	0	0	0	0	0	0	1,015	123	0	3	7	113	0
Precinct 7614 - Vote By Mail	0	1	4	0	22	0	0	0	5	1	1	1	0	0	0	1	3	13	14	3	18	0	0	2	0	139	0	0	0	0	0	0	1,015	238	0	7	3	228	0
Precinct 7615 - Election Day	0	1	1	0	6	1	0	0	1	0	0	0	0	0	2	0	2	15	6	1	9	1	0	0	0	50	0	0	0	0	0	0	832	108	0	6	6	96	0
Precinct 7615 - Vote By Mail	1	0	0	2	7	0	0	0	2	0	0	0	1	1	0	0	2	18	7	3	12	0	1	0	0	92	1	0	0	0	0	0	832	170	0	12	8	150	0
Precinct 7616 - Election Day	0	0	1	0	16	0	0	0	1	0	0	0	0	1	1	0	1	7	2	8	9	0	0	0	0	81	0	0	0	0	0	0	951	129	0	0	1	128	0
Precinct 7616 - Vote By Mail	1	0	0	0	27	0	0	0	4	2	0	1	0	1	0	0	0	11	11	4	43	0	0	1	0	218	0	0	0	0	0	0	951	331	0	2	5	324	0
Precinct 7617 - Election Day	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	7	1	6	0	0	0	0	51	0	0	0	0	0	0	751	84	0	2	3	79	0
Precinct 7617 - Vote By Mail	2	0	1	1	12	0	0	0	7	1	0	0	0	1	0	0	2	36	9	1	10	3	0	0	0	114	0	0	0	0	0	0	751	223	0	16	7	200	0
Precinct 7618 - Election Day	1	0	1	0	10	0	1	0	1	0	0	0	0	0	0	0	0	10	2	1	22	0	0	0	2	64	2	0	0	0	0	0	866	123	0	3	3	117	0
Precinct 7618 - Vote By Mail	1	0	3	1	23	0	0	0	12	0	0	1	0	1	1	0	0	30	7	0	25	0	0	0	0	158	0	0	0	0	0	0	866	272	0	2	6	264	1
Precinct 7619 - Election Day	2	0	0	0	14	0	0	0	2	0	0	2	0	0	0	0	1	6	7	3	35	0	0	0	0	73	0	0	0	0	0	0	993	154	0	2	7	145	0
Precinct 7619 - Vote By Mail	0	0	3	0	30	0	0	0	13	0	0	0	0	0	1	0	1	31	9	8	37	0	0	0	0	167	0	0	0	0	0	0	993	308	0	5	3	300	0
