Subtotal Area	JEFF BLEICH	ELENI KOUNALAKIS	CAMERON GHARABIKLOU	TIM FERREIRA	DAVID FENNELL	DANNY THOMAS	COLE HARRIS	ED HERNANDEZ	DAVID R. HERNANDEZ	LYDIA ORTEGA	GAYLE MCLAUGHLIN	MARJAN S. FARIBA	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9133 - None	45	52	1	3	0	0	2	31	2	0	38	0	1,007	188	0	0	14	174	0
Precinct 9133 - None	62	96	5	3	9	4	12	76	15	6	52	0	1,007	388	0	0	48	340	0
Precinct 9134 - None	28	17	0	2	0	0	5	27	1	4	33	0	893	132	0	0	15	117	0
Precinct 9134 - None	56	65	6	3	11	1	8	49	8	7	47	0	893	297	0	1	35	261	0
Precinct 9135 - None	25	30	2	6	11	3	5	20	8	2	22	0	778	149	0	0	15	134	0
Precinct 9135 - None	46	59	2	3	13	1	15	59	6	13	22	0	778	269	0	0	30	239	0
Precinct 9136 - None	35	40	3	2	3	0	5	29	6	3	44	0	894	191	0	0	20	171	1
Precinct 9136 - None	36	78	3	2	9	3	12	43	7	7	39	0	894	289	0	1	49	239	0
Precinct 9137 - None	34	30	3	4	9	2	15	37	6	3	33	0	946	201	0	0	25	176	0
Precinct 9137 - None	49	62	4	3	10	9	5	60	10	19	40	0	946	323	0	0	51	272	1
Precinct 9138 - None	30	39	2	1	2	0	5	24	5	7	24	0	892	155	0	0	15	140	1
Precinct 9138 - None	55	99	0	1	8	6	23	40	16	7	30	0	892	323	0	1	37	285	0
Precinct 9139 - None	27	36	2	1	0	3	11	22	5	9	28	0	912	163	0	0	19	144	0
Precinct 9139 - None	53	72	2	7	22	3	28	60	10	22	31	0	912	356	0	3	42	311	1
Precinct 9141 - None	37	39	0	1	9	1	6	16	6	5	25	0	904	168	0	0	23	145	0
Precinct 9141 - None	50	86	5	7	8	5	16	53	11	9	47	0	904	328	0	2	29	297	0
Precinct 9142 - None	28	57	1	3	5	0	3	47	7	5	41	0	921	219	0	0	19	200	3
Precinct 9142 - None	44	65	1	2	8	5	7	63	6	12	37	0	921	288	0	0	37	251	1
Precinct 9143 - None	33	31	0	2	3	1	2	40	5	4	48	0	887	196	0	0	27	169	0
Precinct 9143 - None	41	62	2	2	15	1	18	53	5	19	54	0	887	315	0	2	40	273	1
Precinct 9144 - None	46	31	0	1	6	1	11	36	4	3	58	0	931	221	0	0	23	198	1
Precinct 9144 - None	58	66	1	1	9	0	15	66	8	18	49	0	931	322	0	0	31	291	0
Precinct 9145 - None	36	37	2	4	5	1	8	37	4	6	37	0	837	197	0	0	20	177	0
Precinct 9145 - None	55	61	1	4	10	2	14	40	4	10	40	0	837	282	0	0	40	242	1
Precinct 9146 - None	37	49	1	2	5	0	4	29	3	3	43	0	866	206	0	0	29	177	1
Precinct 9146 - None	53	74	0	1	6	0	18	43	2	6	65	0	866	297	0	0	29	268	0
Precinct 9147 - None	43	29	3	3	3	1	5	41	7	6	51	0	920	227	0	0	34	193	1
Precinct 9147 - None	52	66	0	3	3	0	9	49	6	9	77	0	920	318	0	2	42	274	0
Precinct 9148 - None	64	48	0	1	3	0	5	33	6	4	41	0	946	226	0	1	18	207	2
Precinct 9148 - None	63	85	3	3	7	0	9	56	3	5	50	0	946	322	0	0	38	284	0
Precinct 9149 - None	39	53	1	3	1	0	2	22	9	3	41	0	884	196	0	0	21	175	1
Precinct 9149 - None	60	68	1	2	6	0	5	47	7	11	55	0	884	296	0	1	33	262	0
Precinct 9151 - None	34	42	0	2	4	0	2	21	3	5	22	0	806	152	0	0	17	135	0
Precinct 9151 - None	64	66	1	2	13	0	4	48	9	5	22	0	806	267	0	2	31	234	0
Precinct 9152 - None	11	11	0	2	0	0	1	13	2	3	16	0	712	67	0	0	8	59	0
Precinct 9152 - None	25	41	1	2	12	0	2	7	1	5	29	0	712	138	0	1	12	125	0
Precinct 9201 - None	38	56	4	2	2	1	3	33	6	8	37	0	953	201	0	0	11	190	0
Precinct 9201 - None	46	57	0	5	4	3	4	34	2	13	39	0	953	229	0	0	22	207	0
Precinct 9202 - None	33	54	4	1	4	0	6	25	5	5	24	0	908	184	0	0	23	161	0
Precinct 9202 - None	44	67	2	5	0	0	8	26	5	7	32	0	908	218	0	1	21	196	0
Precinct 9203 - None	35	30	0	3	3	1	12	21	8	6	8	0	968	145	0	0	18	127	0
Precinct 9203 - None	61	82	2	4	21	0	32	38	9	13	7	0	968	300	0	0	31	269	0
Precinct 9204 - None	37	32	0	2	10	1	7	15	7	7	8	0	809	147	0	0	20	127	1
Precinct 9204 - None	53	56	0	2	11	3	22	29	10	8	11	0	809	223	0	0	17	206	1
Precinct 9205 - None	32	22	2	0	2	0	4	20	0	4	14	0	694	113	0	0	13	100	0
Precinct 9205 - None	43	57	1	6	6	1	8	23	4	8	12	0	694	201	0	0	32	169	0
Precinct 9206 - None	36	25	0	4	6	0	13	20	9	4	6	0	887	135	0	0	12	123	0
Precinct 9206 - None	73	76	0	8	23	0	29	26	15	7	8	0	887	294	0	0	28	266	1
Precinct 9207 - None	33	35	0	5	7	0	17	19	5	3	5	0	913	148	0	1	18	129	0
Precinct 9207 - None	49	68	1	7	6	0	20	34	12	7	13	0	913	249	0	0	32	217	0
Precinct 9208 - None	25	39	2	3	4	1	12	24	6	4	11	0	936	147	0	1	15	131	0
Precinct 9208 - None	54	68	1	3	7	0	18	26	6	16	11	1	936	240	0	1	27	212	1
Precinct 9209 - None	23	30	0	1	6	0	6	22	4	4	7	0	675	121	0	0	18	103	0
Precinct 9209 - None	45	61	1	3	9	1	16	20	4	7	3	0	675	188	0	0	17	171	1
Precinct 9211 - None	22	30	0	2	7	1	5	29	4	4	8	0	834	130	0	0	18	112	0
Precinct 9211 - None	36	60	1	4	9	0	13	28	9	11	12	0	834	212	0	1	28	183	0
Precinct 9212 - None	24	33	1	2	2	1	7	20	3	2	13	0	764	121	0	1	12	108	0
Precinct 9212 - None	39	50	1	6	5	0	14	34	10	7	19	0	764	205	0	0	19	186	1
Precinct 9213 - None	25	46	0	0	3	0	2	27	3	4	13	0	890	140	0	0	17	123	0
Precinct 9213 - None	54	65	0	8	11	1	14	35	6	9	18	0	890	260	0	0	39	221	0
Precinct 9214 - None	18	18	1	4	4	0	7	9	1	3	8	0	581	92	0	0	19	73	0
Precinct 9214 - None	61	43	1	4	13	1	15	24	7	10	5	0	581	203	0	0	19	184	0
Precinct 9215 - None	32	27	0	1	9	1	11	11	7	6	4	0	626	130	0	0	20	110	1
Precinct 9215 - None	51	52	1	3	7	0	10	16	2	4	4	0	626	170	0	0	20	150	0
Precinct 9216 - None	45	27	0	0	2	2	7	18	3	4	3	0	798	134	0	1	22	111	0
Precinct 9216 - None	55	53	1	3	16	1	9	18	4	10	8	0	798	206	0	1	27	178	0
Precinct 9217 - None	18	32	2	3	6	1	5	25	1	7	7	0	684	123	0	0	15	108	1
Precinct 9217 - None	27	58	2	6	10	1	9	24	6	7	7	0	684	187	0	1	29	157	0
Precinct 9218 - None	25	32	0	4	5	0	5	19	2	6	6	0	797	119	0	0	15	104	0
Precinct 9218 - None	44	63	0	4	12	0	11	29	7	12	5	0	797	225	0	0	38	187	0
Precinct 9219 - None	30	36	1	2	4	0	8	25	6	3	11	0	733	146	0	0	20	126	0
Precinct 9219 - None	41	60	0	1	6	0	7	30	5	2	12	0	733	187	0	0	23	164	0
Precinct 9221 - None	29	38	1	3	3	0	5	12	7	4	1	0	641	121	0	0	16	105	2
Precinct 9221 - None	76	75	0	7	8	0	16	22	10	19	10	0	641	278	0	1	33	244	1
Precinct 9222 - None	46	39	0	2	4	0	4	12	2	5	7	0	842	139	0	0	18	121	0
Precinct 9222 - None	86	62	1	2	13	0	13	30	12	13	8	0	842	268	0	0	28	240	0
Precinct 9223 - None	25	17	1	0	4	0	5	15	2	6	4	0	606	88	0	0	8	80	1
Precinct 9223 - None	56	47	0	2	5	0	16	21	3	11	8	0	606	202	0	0	33	169	0
Precinct 9224 - None	37	38	0	1	7	1	12	22	8	9	12	0	912	171	0	0	24	147	0
Precinct 9224 - None	65	86	0	11	9	0	29	31	10	13	14	0	912	308	0	1	39	268	0
Precinct 9225 - None	40	44	0	3	7	0	9	16	6	6	18	0	898	161	0	0	12	149	0
Precinct 9225 - None	30	76	1	6	8	3	16	23	5	16	24	0	898	243	0	0	35	208	0
Precinct 9226 - None	29	36	0	3	12	0	9	25	2	3	10	0	905	143	0	0	13	130	1
Precinct 9226 - None	71	77	2	2	8	0	18	46	4	14	13	0	905	312	0	1	55	256	1
Precinct 9227 - None	43	36	1	3	3	2	4	16	6	5	8	0	729	140	0	0	13	127	0
Precinct 9227 - None	67	73	2	7	15	2	24	42	3	12	15	0	729	304	0	0	42	262	0
Precinct 9228 - None	49	52	2	1	7	0	9	13	7	5	13	0	726	175	0	0	17	158	0
Precinct 9228 - None	82	70	1	1	11	1	27	27	13	14	5	0	726	277	0	0	25	252	0
Precinct 9229 - None	32	26	0	2	3	0	4	19	4	8	14	0	596	130	0	0	17	113	1
Precinct 9229 - None	64	61	1	2	6	2	8	27	4	8	15	0	596	219	0	0	21	198	0
Precinct 9231 - None	72	47	1	0	4	1	5	32	6	3	31	0	919	221	0	0	19	202	0
Precinct 9231 - None	73	69	3	4	14	2	6	44	5	5	31	0	919	294	0	0	38	256	0
Precinct 9232 - None	40	28	0	2	1	1	11	29	4	2	15	0	701	151	0	0	17	134	1
Precinct 9232 - None	84	80	2	3	6	0	12	28	10	10	16	0	701	274	0	0	23	251	0
Precinct 9233 - None	51	25	1	1	3	4	3	13	4	4	6	0	774	139	0	0	23	116	1
Precinct 9233 - None	87	79	2	5	9	0	18	28	7	12	12	0	774	308	0	0	49	259	0
Precinct 9234 - None	32	28	0	2	1	0	7	15	2	7	13	0	731	131	0	1	23	107	0
Precinct 9234 - None	77	73	2	1	10	1	22	41	10	4	10	0	731	281	0	0	29	252	1
Precinct 9235 - None	43	45	1	2	1	0	11	27	9	5	11	0	842	174	0	0	19	155	0
Precinct 9235 - None	80	89	1	4	8	0	25	35	7	12	9	0	842	298	0	0	28	270	0
Precinct 9236 - None	29	37	0	2	2	0	7	18	5	3	7	0	658	130	0	0	20	110	0
Precinct 9236 - None	69	53	1	2	3	0	3	24	5	10	8	0	658	207	0	0	29	178	0
Precinct 9237 - None	42	46	0	1	3	0	2	15	5	7	12	0	880	145	0	0	12	133	0
Precinct 9237 - None	95	87	0	6	11	0	15	35	5	14	11	0	880	331	0	0	52	279	0
Precinct 9238 - None	32	35	1	0	1	0	4	22	4	2	7	0	792	130	0	0	22	108	0
Precinct 9238 - None	68	80	0	0	17	0	16	33	8	8	9	0	792	271	0	1	31	239	0
Precinct 9239 - None	39	29	0	1	4	1	3	13	3	2	8	0	835	117	0	0	13	104	1
Precinct 9239 - None	88	88	1	1	15	0	19	33	8	8	16	0	835	318	0	1	40	277	0
Precinct 9241 - None	56	32	2	3	3	1	5	19	7	2	12	0	961	158	0	1	14	143	1
Precinct 9241 - None	100	82	0	11	7	0	23	30	4	20	17	0	961	322	0	1	27	294	0
Precinct 9242 - None	29	40	1	3	3	2	3	30	5	4	11	0	940	154	0	0	23	131	0
Precinct 9242 - None	81	82	3	3	7	0	13	41	5	5	21	0	940	300	0	1	38	261	0
Precinct 9243 - None	36	30	1	0	3	0	4	21	6	3	13	0	572	135	0	0	18	117	0
Precinct 9243 - None	48	56	2	4	6	0	8	26	0	3	10	0	572	188	0	0	25	163	0
Precinct 9244 - None	43	45	0	3	1	1	2	27	1	1	7	0	880	149	0	0	18	131	0
Precinct 9244 - None	78	80	0	0	3	0	5	34	3	9	18	0	880	269	0	0	39	230	0
Precinct 9245 - None	25	44	1	0	1	0	6	14	2	3	14	0	706	128	0	0	17	111	1
Precinct 9245 - None	53	64	2	0	2	0	14	31	6	4	19	0	706	226	0	0	31	195	0
Precinct 9246 - None	39	37	0	2	1	3	4	19	3	3	9	0	910	139	0	1	18	120	0
Precinct 9246 - None	64	82	1	2	14	1	7	46	8	5	25	0	910	299	0	0	44	255	0
Precinct 9247 - None	27	36	1	7	3	0	4	29	5	4	20	0	936	151	0	0	15	136	0
Precinct 9247 - None	85	96	3	4	12	2	13	28	4	8	27	0	936	303	0	2	19	282	0
Precinct 9248 - None	31	59	1	5	0	0	7	32	2	1	21	0	898	181	0	1	21	159	0
Precinct 9248 - None	58	82	1	0	8	1	17	39	1	3	34	0	898	282	0	1	36	245	1
Precinct 9249 - None	42	41	1	5	4	0	7	28	5	6	23	0	910	187	0	0	25	162	0
Precinct 9249 - None	75	84	0	4	7	0	17	42	3	8	29	0	910	314	0	2	42	270	1
Precinct 9251 - None	42	49	1	1	11	1	4	35	6	5	29	0	946	204	0	0	20	184	0
Precinct 9251 - None	89	105	1	6	6	0	13	48	5	12	25	0	946	342	0	0	32	310	0
Precinct 9252 - None	31	32	0	2	4	0	3	26	3	3	21	0	913	140	0	0	15	125	0
Precinct 9252 - None	80	89	3	7	9	0	13	50	7	18	27	0	913	352	0	1	47	304	1
Precinct 9253 - None	24	43	0	1	2	1	10	21	6	3	11	0	751	138	0	0	16	122	0
Precinct 9253 - None	67	56	4	5	7	2	21	35	11	7	18	0	751	272	0	4	35	233	0
Precinct 9254 - None	35	54	0	0	1	0	0	30	7	1	23	0	889	168	0	0	17	151	0
Precinct 9254 - None	95	76	3	2	9	0	11	59	4	7	22	0	889	318	0	1	29	288	0
Precinct 9255 - None	22	28	0	4	2	2	2	25	2	1	25	0	545	126	0	0	13	113	0
Precinct 9255 - None	24	43	0	2	0	1	5	20	2	2	13	0	545	128	0	0	15	113	1
Precinct 9256 - None	16	27	0	1	0	0	2	10	1	1	12	0	433	77	0	0	7	70	0
Precinct 9256 - None	16	30	0	2	2	0	3	13	0	3	20	0	433	103	0	1	12	90	1
Precinct 9257 MB - None	30	33	0	2	0	0	3	31	1	4	39	0	312	150	0	0	6	144	1
Precinct 9258 - None	19	32	1	2	1	1	1	28	2	3	26	0	699	127	0	0	11	116	0
Precinct 9258 - None	57	59	1	3	7	0	8	29	2	10	39	0	699	244	0	2	27	215	0
Precinct 9401 - None	25	39	2	1	1	0	4	39	3	3	48	0	970	194	0	0	28	166	1
Precinct 9401 - None	40	82	2	5	5	1	7	43	3	16	52	0	970	293	0	1	35	257	1
Precinct 9402 - None	29	32	5	1	3	2	5	38	7	4	45	0	931	197	0	0	26	171	0
Precinct 9402 - None	38	66	3	1	7	2	15	54	6	12	49	0	931	307	0	1	53	253	0
Precinct 9403 - None	24	38	1	1	1	0	7	29	8	4	31	0	853	167	0	0	23	144	0
Precinct 9403 - None	44	46	4	4	16	2	20	48	4	9	50	0	853	286	0	1	37	248	1
Precinct 9404 - None	35	34	1	2	5	0	2	20	4	6	27	0	889	153	0	0	17	136	0
Precinct 9404 - None	37	66	3	2	17	1	28	55	6	8	47	0	889	320	0	0	50	270	0
Precinct 9405 - None	30	36	2	3	7	1	10	23	9	1	18	0	757	160	0	0	20	140	0
Precinct 9405 - None	31	39	3	1	3	0	11	51	13	23	24	0	757	245	0	1	45	199	0
Precinct 9406 - None	26	32	3	6	10	1	14	23	3	11	32	0	815	179	0	2	16	161	0
Precinct 9406 - None	37	64	2	1	9	3	10	53	9	13	40	0	815	277	0	1	35	241	0
Precinct 9407 - None	33	45	1	3	5	2	10	30	7	7	28	0	861	191	0	0	20	171	0
Precinct 9407 - None	44	67	2	1	11	0	14	39	13	13	48	0	861	284	0	0	32	252	0
Precinct 9408 - None	27	25	1	3	6	0	4	32	6	1	51	0	837	187	0	0	30	157	1
Precinct 9408 - None	34	59	2	5	4	1	4	35	6	5	62	0	837	246	0	0	29	217	0
Precinct 9409 - None	20	37	1	1	1	0	2	31	4	7	28	0	565	140	0	0	8	132	0
Precinct 9409 - None	21	38	3	2	5	0	9	22	1	9	37	0	565	170	0	0	22	148	1
Precinct 9411 - None	30	47	0	4	3	3	2	27	4	2	35	0	936	175	0	0	18	157	0
Precinct 9411 - None	44	59	2	6	9	0	6	57	9	4	42	0	936	261	0	1	21	239	1
Precinct 9412 - None	30	39	1	1	3	4	0	26	9	10	24	0	843	164	0	0	15	149	2
Precinct 9412 - None	42	50	4	2	7	4	21	53	6	8	48	0	843	285	0	0	39	246	1
Precinct 9413 - None	33	34	0	3	4	4	8	26	6	6	24	0	858	172	0	0	23	149	1
Precinct 9413 - None	47	64	5	2	10	3	15	51	13	10	38	0	858	310	0	1	51	258	0
Precinct 9414 - None	22	35	1	4	6	0	4	25	6	2	23	0	862	159	0	0	29	130	2
Precinct 9414 - None	38	81	1	3	15	2	10	59	10	6	37	0	862	307	0	1	42	264	2
Precinct 9415 - None	24	28	0	2	1	0	4	20	9	2	16	0	755	121	0	0	15	106	0
Precinct 9415 - None	50	60	5	6	12	2	22	39	14	12	25	0	755	284	0	0	37	247	0
Precinct 9416 - None	45	39	0	2	4	1	11	28	4	8	35	0	962	198	0	1	20	177	0
Precinct 9416 - None	49	63	1	5	7	1	20	65	3	9	30	0	962	316	0	0	62	254	1
Precinct 9417 - None	24	18	1	3	6	0	4	13	7	2	19	0	714	117	0	0	20	97	0
Precinct 9417 - None	38	42	3	2	23	7	8	73	10	17	23	0	714	286	0	0	40	246	0
Precinct 9418 - None	18	35	0	2	8	2	5	26	8	8	22	0	753	157	0	0	22	135	1
Precinct 9418 - None	41	58	4	5	13	0	14	40	8	11	15	0	753	269	0	0	59	210	1
Precinct 9419 - None	26	27	1	3	5	1	5	28	7	8	21	0	893	167	0	1	34	132	0
Precinct 9419 - None	47	67	1	5	15	5	27	46	14	22	29	0	893	326	0	0	48	278	0
Precinct 9421 - None	24	27	0	3	10	0	7	21	4	1	27	0	878	150	0	0	25	125	1
Precinct 9421 - None	50	46	3	8	7	2	12	68	19	20	27	0	878	316	0	0	53	263	1
Precinct 9422 - None	29	40	1	3	6	0	8	40	9	4	29	0	1,010	200	0	1	30	169	0
Precinct 9422 - None	60	77	3	4	15	3	43	52	9	13	33	0	1,010	358	0	0	44	314	2
Precinct 9423 - None	30	40	0	4	4	0	6	20	2	2	21	1	853	147	0	0	17	130	0
Precinct 9423 - None	43	67	2	2	4	1	21	69	4	10	30	0	853	292	0	0	35	257	4
Precinct 9424 - None	25	22	3	3	5	1	6	25	4	8	26	0	910	146	0	0	18	128	0
Precinct 9424 - None	60	68	2	1	14	11	16	66	8	13	29	0	910	331	0	1	42	288	0
Precinct 9425 - None	22	32	1	1	4	3	5	16	3	5	24	0	903	136	0	0	20	116	0
Precinct 9425 - None	49	63	1	5	9	2	19	70	8	19	22	0	903	313	0	0	45	268	1
Precinct 9426 - None	22	24	1	2	6	1	13	25	8	6	21	0	801	143	0	0	14	129	0
Precinct 9426 - None	32	61	0	2	11	4	33	31	8	13	28	0	801	283	0	2	55	226	3
Precinct 9427 - None	22	22	1	1	4	1	5	24	6	9	12	0	889	129	0	1	21	107	0
Precinct 9427 - None	48	57	1	2	13	5	34	52	15	16	26	0	889	333	0	1	62	270	1
Precinct 9428 - None	17	22	0	4	4	1	3	21	5	5	20	0	892	122	0	0	20	102	0
Precinct 9428 - None	52	68	5	5	6	1	20	56	11	16	39	0	892	346	0	0	67	279	0
Precinct 9429 - None	24	32	1	5	9	0	7	30	10	6	23	0	866	173	0	0	26	147	0
Precinct 9429 - None	45	64	4	2	10	1	26	61	12	14	27	0	866	308	0	1	41	266	0
Precinct 9431 - None	33	26	1	3	6	0	6	28	10	1	19	0	954	152	0	0	18	134	1
Precinct 9431 - None	59	89	1	4	13	4	22	62	14	16	20	0	954	352	0	0	48	304	0
Precinct 9432 - None	24	37	0	3	9	1	6	15	6	6	22	0	901	155	0	0	26	129	0
Precinct 9432 - None	49	78	1	0	5	2	10	53	6	21	24	0	901	307	0	0	55	252	3
Precinct 9433 - None	30	28	1	4	8	0	3	22	6	10	19	0	912	155	0	0	24	131	0
Precinct 9433 - None	47	64	5	2	12	0	28	49	8	18	26	0	912	317	0	0	57	260	1
Precinct 9434 - None	28	33	1	6	7	0	15	31	6	7	25	0	963	188	0	0	28	160	1
Precinct 9434 - None	51	93	5	2	18	3	30	51	9	15	30	0	963	349	0	0	42	307	0
Precinct 9435 - None	30	49	2	8	7	3	9	26	5	10	28	0	934	195	0	0	17	178	1
Precinct 9435 - None	38	68	1	8	9	2	15	64	7	15	29	0	934	320	0	1	61	258	2
Precinct 9436 - None	25	40	2	2	6	1	7	23	11	6	16	0	941	161	0	0	21	140	1
Precinct 9436 - None	41	73	6	3	8	4	27	44	11	22	35	0	941	337	0	1	62	274	0
Precinct 9437 - None	35	33	2	3	8	0	7	27	4	10	20	0	873	170	0	0	21	149	0
Precinct 9437 - None	41	64	4	1	13	0	42	57	19	13	25	0	873	324	0	2	43	279	0
Precinct 9438 - None	16	26	1	1	4	0	10	23	5	4	24	0	918	129	0	0	13	116	2
Precinct 9438 - None	54	62	4	3	13	8	22	62	8	28	26	0	918	336	0	0	44	292	2
Precinct 9439 - None	23	36	0	1	1	0	8	20	4	4	17	0	827	126	0	0	11	115	1
Precinct 9439 - None	41	68	1	2	8	1	26	46	13	21	24	0	827	314	0	1	60	253	2
Precinct 9441 - None	27	43	3	3	4	3	10	34	9	10	39	0	939	205	0	0	19	186	1
Precinct 9441 - None	35	66	3	8	11	7	12	70	23	13	44	0	939	337	0	0	44	293	1
Precinct 9442 - None	33	55	1	5	4	2	7	33	6	7	30	0	970	200	0	0	17	183	0
Precinct 9442 - None	43	55	4	7	12	4	26	60	11	18	31	0	970	325	0	1	52	272	1
Precinct 9443 - None	21	28	1	6	3	1	1	26	6	5	19	0	886	138	0	0	21	117	0
Precinct 9443 - None	44	71	3	4	9	6	22	44	7	13	33	0	886	304	0	0	45	259	3
Precinct 9444 - None	18	29	0	2	7	6	4	9	7	2	18	0	901	118	0	1	14	103	1
Precinct 9444 - None	43	55	5	2	23	0	22	61	15	14	19	0	901	312	0	2	51	259	0
Precinct 9445 - None	25	27	1	3	6	3	12	18	4	11	26	0	945	154	0	0	18	136	0
Precinct 9445 - None	46	73	3	3	15	2	24	55	7	15	45	0	945	342	0	0	51	291	3
Precinct 9446 - None	32	36	1	4	3	0	8	27	6	4	18	0	1,043	164	0	0	24	140	1
Precinct 9446 - None	57	86	2	8	8	1	32	76	21	27	38	0	1,043	417	0	0	60	357	1
Precinct 9447 - None	32	30	2	5	6	1	6	32	6	4	29	0	891	171	0	1	17	153	0
Precinct 9447 - None	53	69	1	5	7	3	20	58	13	17	21	0	891	327	0	0	57	270	3
Precinct 9448 - None	31	27	0	6	10	2	3	22	4	8	26	0	877	159	0	0	18	141	2
Precinct 9448 - None	33	83	4	7	13	5	18	47	6	6	29	0	877	307	0	0	55	252	1
Precinct 9449 - None	13	20	2	3	3	0	4	15	6	3	17	0	784	97	0	0	11	86	0
Precinct 9449 - None	38	47	0	3	13	3	32	58	9	14	26	0	784	302	0	0	58	244	1
Precinct 9451 - None	7	22	1	1	0	0	3	10	2	2	3	0	414	57	0	1	5	51	0
Precinct 9451 - None	17	28	3	2	12	3	11	30	11	7	3	0	414	154	0	1	24	129	2
Precinct 9452 - None	28	41	1	3	8	2	11	23	9	9	22	0	799	175	0	0	18	157	0
Precinct 9452 - None	40	69	1	5	14	3	18	47	7	7	27	0	799	281	0	0	43	238	0
Precinct 9453 - None	11	31	0	0	7	1	7	5	7	3	10	0	488	90	0	0	8	82	0
Precinct 9453 - None	29	44	0	2	4	0	11	34	10	9	15	0	488	175	0	0	17	158	0
Precinct 9501 MB - None	11	25	0	0	1	0	2	15	4	0	3	0	149	71	0	0	10	61	0
Precinct 9502 MB - None	22	32	0	0	1	0	6	21	1	4	19	0	233	116	0	0	9	107	1
Precinct 9503/9504 - None	23	35	0	1	1	1	2	21	1	4	12	0	725	128	0	2	25	101	0
Precinct 9503/9504 - None	39	60	1	2	4	0	6	29	2	3	16	0	725	184	0	1	21	162	0
Precinct 9505 - None	26	45	1	1	2	1	2	27	4	3	14	0	756	147	0	1	20	126	0
Precinct 9505 - None	38	84	6	6	5	3	5	47	6	4	31	0	756	274	0	1	37	236	1
Precinct 9506 - None	26	32	0	3	3	0	2	30	2	4	19	0	771	134	0	1	11	122	1
Precinct 9506 - None	45	55	2	2	0	1	2	37	3	5	40	0	771	217	0	3	22	192	0
Precinct 9507 - None	29	46	1	1	4	1	1	27	1	1	35	0	733	170	0	0	22	148	1
Precinct 9507 - None	38	72	1	2	1	0	2	32	3	3	38	0	733	218	0	0	26	192	0
Precinct 9508 - None	29	46	1	2	0	1	1	24	4	1	59	0	784	180	0	0	11	169	1
Precinct 9508 - None	57	67	0	3	0	1	0	43	2	4	55	0	784	258	0	1	25	232	0
Precinct 9509 - None	20	47	1	0	3	0	1	25	4	2	43	0	719	165	0	0	19	146	0
Precinct 9509 - None	57	68	2	2	0	0	3	47	1	0	38	0	719	239	0	0	21	218	0
Precinct 9511 - None	22	24	1	3	5	1	1	16	2	5	49	0	600	147	0	0	18	129	0
Precinct 9511 - None	21	48	0	2	2	0	4	26	5	4	50	0	600	177	0	1	13	163	1
Precinct 9512 - None	25	47	0	5	1	0	1	18	3	1	46	0	771	161	0	0	14	147	0
Precinct 9512 - None	41	83	2	5	2	1	4	28	0	1	52	0	771	251	0	1	31	219	0
Precinct 9513 - None	27	58	3	7	1	1	4	24	3	3	40	0	864	200	0	1	28	171	0
Precinct 9513 - None	41	81	1	2	0	2	4	43	1	6	56	0	864	261	0	1	23	237	0
Precinct 9514/9522 - None	43	57	4	2	3	2	6	39	4	3	47	0	869	229	0	0	19	210	0
Precinct 9514/9522 - None	65	67	0	2	1	1	6	30	2	3	42	0	869	257	0	2	36	219	0
Precinct 9515 - None	28	40	2	2	3	0	1	24	4	3	37	0	685	159	0	0	14	145	1
Precinct 9515 - None	38	56	1	2	2	2	7	38	6	9	48	0	685	243	0	0	33	210	1
Precinct 9516 - None	32	40	4	2	8	1	5	27	4	6	53	0	864	206	0	0	24	182	0
Precinct 9516 - None	48	64	1	2	8	1	3	47	7	5	49	0	864	269	0	0	33	236	1
Precinct 9517 - None	29	40	1	2	3	1	2	34	1	4	53	0	768	197	0	0	27	170	0
Precinct 9517 - None	45	53	2	2	7	0	4	45	3	3	52	0	768	235	0	0	19	216	0
Precinct 9518 - None	33	38	1	3	2	0	1	32	2	0	48	0	783	180	0	0	20	160	0
Precinct 9518 - None	51	58	2	3	2	1	3	45	4	13	46	0	783	242	0	0	14	228	0
Precinct 9519 - None	38	50	1	1	1	0	8	42	4	2	37	0	850	217	0	0	33	184	0
Precinct 9519 - None	69	77	1	5	0	0	9	40	4	1	66	0	850	294	0	0	21	273	1
Precinct 9521 - None	48	58	0	4	2	1	2	40	3	5	64	0	893	254	0	0	26	228	1
Precinct 9521 - None	74	88	0	6	4	0	3	31	5	4	51	0	893	290	0	0	24	266	0
Precinct 9701 - None	29	31	0	1	1	2	1	27	2	3	43	0	665	156	0	0	16	140	0
Precinct 9701 - None	36	56	1	4	7	0	8	35	6	6	38	0	665	235	0	0	38	197	0
Precinct 9702 - None	37	38	3	1	1	0	3	34	2	4	45	0	710	194	0	0	25	169	1
Precinct 9702 - None	49	51	0	5	5	2	6	34	5	7	32	0	710	231	0	0	35	196	0
Precinct 9703 - None	30	47	2	2	4	3	6	32	9	5	17	0	931	182	0	0	25	157	0
Precinct 9703 - None	64	92	3	3	15	3	19	50	8	20	48	0	931	373	0	1	47	325	0
Precinct 9704 - None	40	45	0	1	3	0	8	26	6	5	38	0	942	191	0	1	18	172	0
Precinct 9704 - None	86	86	0	5	7	1	13	56	6	9	46	0	942	354	0	1	38	315	0
Precinct 9705 - None	53	37	0	3	5	1	4	31	2	4	44	0	879	208	0	1	23	184	0
